Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,20082018,472205718,0001749
Trade Date <20-AUG-2018>,Settlement Type <N>,Settlement No <2018159>,Settlement Date <23-AUG-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,544,GTNTEX,EQ,3752,2749,73.27
20,545,GTPL,EQ,11542,9411,81.54
20,546,GUFICBIO,EQ,37365,18219,48.76
20,547,GUJALKALI,EQ,187384,42415,22.64
20,548,GUJAPOLLO,EQ,4486,3804,84.80
20,549,GUJFLUORO,EQ,111551,49143,44.05
20,550,GUJGASLTD,EQ,10337,2554,24.71
20,551,GULFOILLUB,EQ,10583,5386,50.89
20,552,GULFPETRO,EQ,20923,14359,68.63
20,553,GULPOLY,EQ,22060,10290,46.65
20,554,GVKPIL,EQ,2624537,1418011,54.03
20,555,HAL,EQ,11923,6126,51.38
20,556,HARITASEAT,EQ,19890,11683,58.74
20,557,HARRMALAYA,EQ,69933,41133,58.82
20,558,HATHWAY,EQ,546293,383567,70.21
20,559,HATSUN,E1,49,43,87.76
20,560,HATSUN,EQ,51622,34141,66.14
20,561,HAVELLS,EQ,1253351,374995,29.92
20,562,HBLPOWER,EQ,172315,91614,53.17
20,563,HCC,EQ,71778266,10258105,14.29
20,564,HCG,EQ,5585,3474,62.20
20,565,HCL-INSYS,EQ,906346,250143,27.60
20,566,HCLTECH,EQ,1414802,946573,66.90
20,567,HDFC,EQ,1815999,1289200,70.99
20,568,HDFC,W2,124100,124100,100.00
20,569,HDFCAMC,EQ,793064,267631,33.75
20,570,HDFCBANK,EQ,1952784,1192922,61.09
20,571,HDFCLIFE,EQ,726254,464817,64.00
20,572,HDFCMFGETF,EQ,607,361,59.47
20,573,HDFCNIFETF,EQ,114,94,82.46
20,574,HDFCSENETF,EQ,18,18,100.00
20,575,HDIL,EQ,31856184,5487660,17.23
20,576,HEG,EQ,194324,56138,28.89
20,577,HEIDELBERG,EQ,64986,30246,46.54
20,578,HERCULES,EQ,6076,3409,56.11
20,579,HERITGFOOD,EQ,8503,5880,69.15
20,580,HEROMOTOCO,EQ,301515,150056,49.77
20,581,HESTERBIO,EQ,3125,2045,65.44
20,582,HEXAWARE,EQ,1592204,180597,11.34
20,583,HFCL,EQ,9119044,2813917,30.86
20,584,HGINFRA,EQ,22575,5076,22.49
20,585,HGS,EQ,8604,6674,77.57
20,586,HHOF1140RG,MF,12500,12500,100.00
20,587,HIGHGROUND,EQ,278298,79790,28.67
20,588,HIKAL,EQ,416399,306917,73.71
20,589,HIL,EQ,4567,2756,60.35
20,590,HIMATSEIDE,EQ,24124,13149,54.51
20,591,HINDALCO,EQ,7597426,2499955,32.91
20,592,HINDCOMPOS,EQ,30216,24158,79.95
20,593,HINDCOPPER,EQ,1119642,302431,27.01
20,594,HINDMOTORS,EQ,249729,149097,59.70
20,595,HINDNATGLS,EQ,2030,2019,99.46
20,596,HINDOILEXP,EQ,1083562,366736,33.85
20,597,HINDPETRO,EQ,3558751,1511237,42.47
20,598,HINDSYNTEX,EQ,1327,1327,100.00
20,599,HINDUJAVEN,EQ,2419,1747,72.22
20,600,HINDUNILVR,EQ,924623,319601,34.57
20,601,HINDZINC,EQ,1283856,494497,38.52
20,602,HIRECT,EQ,4508,4262,94.54
20,603,HISARMETAL,EQ,6962,5518,79.26
20,604,HITECH,EQ,58516,44152,75.45
20,605,HITECHCORP,EQ,5262,5260,99.96
20,606,HITECHGEAR,EQ,6925,5087,73.46
20,607,HMVL,EQ,13049,7191,55.11
20,608,HNGSNGBEES,EQ,23,17,73.91
20,609,HONAUT,EQ,3861,1402,36.31
20,610,HONDAPOWER,EQ,2336,1604,68.66
20,611,HOTELEELA,EQ,298311,169983,56.98
20,612,HOVS,EQ,20008,11206,56.01
20,613,HPL,EQ,37296,26925,72.19
20,614,HSCL,EQ,656328,397000,60.49
20,615,HSIL,EQ,66998,36374,54.29
20,616,HTMEDIA,EQ,92262,56891,61.66
20,617,HUBTOWN,EQ,605348,205999,34.03
20,618,HUDCO,EQ,589143,297471,50.49
20,619,HUDCO,N2,1801,1800,99.94
20,620,HUDCO,N3,252,250,99.21
20,621,HUDCO,N4,32,32,100.00
20,622,HUDCO,N5,1100,1100,100.00
20,623,HUDCO,N8,550,550,100.00
20,624,HUDCO,N9,208,208,100.00
20,625,HUDCO,ND,538,538,100.00
20,626,HUDCO,NE,2585,2150,83.17
20,627,IBREALEST,EQ,3598794,1464795,40.70
20,628,IBULHSGFIN,EQ,1005329,196822,19.58
20,629,IBULHSGFIN,N3,18,18,100.00
20,630,IBULHSGFIN,N8,50,50,100.00
20,631,IBULHSGFIN,NA,1,1,100.00
20,632,ICEMAKE,SM,26000,22000,84.62
20,633,ICICI500,EQ,45,42,93.33
20,634,ICICIB22,EQ,3378151,3095159,91.62
20,635,ICICIBANK,EQ,13032778,5358122,41.11
20,636,ICICIGI,EQ,244382,211990,86.75
20,637,ICICIGOLD,EQ,1497,841,56.18
20,638,ICICILOVOL,EQ,1082,534,49.35
20,639,ICICIMCAP,EQ,5954,4534,76.15
20,640,ICICINF100,EQ,1000,998,99.80
20,641,ICICINIFTY,EQ,58262,43933,75.41
20,642,ICICINV20,EQ,1788,1453,81.26
20,643,ICICIPRULI,EQ,1515575,937221,61.84
20,644,ICICISENSX,EQ,101,61,60.40
20,645,ICIL,EQ,199210,94253,47.31
20,646,ICRA,EQ,1785,1591,89.13
20,647,IDBI,EQ,8532040,1151649,13.50
20,648,IDBIGOLD,EQ,2258,2001,88.62
20,649,IDEA,EQ,25733933,6497232,25.25
20,650,IDFC,EQ,4004116,1251245,31.25
20,651,IDFCBANK,EQ,14828155,5683805,38.33
20,652,IDFCBANK,N1,8,5,62.50
20,653,IDFCBANK,N2,32,28,87.50
20,654,IDFCBANK,N3,8,8,100.00
20,655,IDFCBANK,N4,20,12,60.00
20,656,IDFCBANK,N7,8,8,100.00
20,657,IDFCBANK,N8,8,8,100.00
20,658,IDFCBANK,N9,2,2,100.00
20,659,IDFCBANK,NA,24,24,100.00
20,660,IDFCBANK,NB,4,4,100.00
20,661,IDFCBANK,NC,28,28,100.00
20,662,IDFCBANK,NE,13,8,61.54
20,663,IDFNIFTYET,EQ,71,65,91.55
20,664,IEX,EQ,10048,7522,74.86
20,665,IFBAGRO,EQ,1480,1178,79.59
20,666,IFBIND,EQ,9505,4999,52.59
20,667,IFCI,EQ,6697001,1730687,25.84
20,668,IFCI,NC,550,500,90.91
20,669,IFCI,NH,125,125,100.00
20,670,IFCI,NK,35,35,100.00
20,671,IFCI,NL,10,10,100.00
20,672,IFGLEXPOR,EQ,4331,3486,80.49
20,673,IGARASHI,EQ,2498,1212,48.52
20,674,IGL,EQ,3010491,1017170,33.79
20,675,IGPL,EQ,34609,19324,55.84
20,676,IIFCL,N4,670,420,62.69
20,677,IIFL,EQ,193094,156394,80.99
20,678,IIFLFIN,N5,496,496,100.00
20,679,IIFLFIN,N6,118,118,100.00
20,680,IIFLFIN,N7,678,678,100.00
20,681,IIFLFIN,NA,60,60,100.00
20,682,IIHFL,N1,1996,1810,90.68
20,683,IIHFL,N2,431,331,76.80
20,684,IIHFL,N3,102,102,100.00
20,685,IITL,EQ,550,550,100.00
20,686,IL&FSENGG,EQ,89581,60494,67.53
20,687,IL&FSTRANS,EQ,212575,102757,48.34
20,688,IMFA,EQ,17644,9052,51.30
20,689,IMPAL,EQ,648,296,45.68
20,690,INDBANK,EQ,11894,8744,73.52
20,691,INDHOTEL,EQ,454881,177147,38.94
20,692,INDIACEM,EQ,3661680,412243,11.26
20,693,INDIAGLYCO,EQ,49170,22442,45.64
20,694,INDIANB,EQ,867354,100483,11.59
20,695,INDIANCARD,EQ,2084,1634,78.41
20,696,INDIANHUME,EQ,48657,14435,29.67
20,697,INDIGO,EQ,1177739,259883,22.07
20,698,INDIGRID,IV,163296,158193,96.88
20,699,INDLMETER,EQ,4612,3596,77.97
20,700,INDNIPPON,EQ,2902,2281,78.60
20,701,INDOCO,EQ,104073,71831,69.02
20,702,INDORAMA,EQ,12896,10105,78.36
20,703,INDOSTAR,EQ,215997,203685,94.30
20,704,INDOTECH,EQ,5753,4501,78.24
20,705,INDOTHAI,EQ,8061,5447,67.57
20,706,INDOWIND,EQ,26724,17385,65.05
20,707,INDRAMEDCO,EQ,45885,28703,62.55
20,708,INDSWFTLAB,EQ,35469,18070,50.95
20,709,INDSWFTLTD,EQ,2567,2016,78.54
20,710,INDTERRAIN,EQ,24286,15947,65.66
20,711,INDUSINDBK,EQ,671269,497416,74.10
20,712,INEOSSTYRO,EQ,3954,2056,52.00
20,713,INFIBEAM,EQ,5531755,1477968,26.72
20,714,INFINITE,EQ,7498,5706,76.10
20,715,INFOBEAN,SM,2000,2000,100.00
20,716,INFRABEES,EQ,2141,1893,88.42
20,717,INFRATEL,EQ,1706019,1107123,64.90
20,718,INFY,EQ,8050938,3747784,46.55
20,719,INGERRAND,EQ,18422,10654,57.83
20,720,INOXLEISUR,EQ,74702,23140,30.98
20,721,INOXWIND,EQ,66393,34841,52.48
20,722,INSECTICID,EQ,25752,17730,68.85
20,723,INTELLECT,EQ,350209,109962,31.40
20,724,INVENTURE,EQ,30800,13145,42.68
20,725,IOB,EQ,355993,193626,54.39
20,726,IOC,EQ,6048047,2354306,38.93
20,727,IOLCP,EQ,34798,34798,100.00
20,728,IPAPPM,EQ,388747,194532,50.04
20,729,IPCALAB,EQ,60035,33906,56.48
20,730,IRB,EQ,2167352,687393,31.72
20,731,IRBINVIT,IV,25000,25000,100.00
20,732,IREDA,N5,12,12,100.00
20,733,IRFC,N1,2,0,0.00
20,734,IRFC,N2,162,147,90.74
20,735,IRFC,N7,10,10,100.00
20,736,IRFC,NA,12,12,100.00
20,737,IRFC,NE,14,11,78.57
20,738,IRFC,NI,388,254,65.46
20,739,IRFC,NJ,1290,1290,100.00
20,740,IRFC,NN,375,225,60.00
20,741,IRFC,NO,2735,2235,81.72
20,742,ISEC,EQ,164688,144134,87.52
20,743,ISFT,EQ,67395,25594,37.98
20,744,ISMTLTD,EQ,39733,29537,74.34
20,745,ITC,EQ,19218118,14616159,76.05
20,746,ITDC,EQ,13137,5595,42.59
20,747,ITDCEM,EQ,29744,18259,61.39
20,748,ITI,EQ,459109,85440,18.61
20,749,IVC,EQ,578432,399717,69.10
20,750,IVP,EQ,4073,2580,63.34
20,751,IVZINGOLD,EQ,130,107,82.31
20,752,IVZINNIFTY,EQ,29,29,100.00
20,753,IZMO,EQ,122879,53482,43.52
20,754,J&KBANK,EQ,138497,86908,62.75
20,755,JAGRAN,EQ,528995,434764,82.19
20,756,JAGSNPHARM,EQ,10400,6410,61.63
20,757,JAIBALAJI,EQ,32683,27427,83.92
20,758,JAICORPLTD,EQ,2298170,352740,15.35
20,759,JALAN,SM,9000,9000,100.00
20,760,JAMNAAUTO,EQ,665235,330948,49.75
20,761,JASH,SM,21600,18000,83.33
20,762,JAYAGROGN,EQ,34984,27980,79.98
20,763,JAYBARMARU,EQ,9176,2976,32.43
20,764,JAYNECOIND,EQ,58014,39807,68.62
20,765,JAYSREETEA,EQ,31285,14812,47.35
20,766,JBCHEPHARM,EQ,62291,43048,69.11
20,767,JBMA,EQ,23124,13980,60.46
20,768,JCHAC,EQ,4630,3092,66.78
20,769,JETAIRWAYS,EQ,7737820,537157,6.94
20,770,JETFREIGHT,SM,2000,2000,100.00
20,771,JETKNIT,SM,1500,1500,100.00
20,772,JHS,EQ,87559,63707,72.76
20,773,JINDALPHOT,EQ,757,711,93.92
20,774,JINDALPOLY,EQ,44979,27784,61.77
20,775,JINDALSAW,EQ,1994744,619693,31.07
20,776,JINDALSTEL,EQ,10829798,3013096,27.82
20,777,JINDCOT,EQ,15381,12648,82.23
20,778,JINDRILL,EQ,91390,26626,29.13
20,779,JINDWORLD,EQ,32986,1137,3.45
20,780,JISLDVREQS,EQ,31819,18673,58.69
20,781,JISLJALEQS,EQ,12868286,2604973,20.24
20,782,JKCEMENT,EQ,13649,8681,63.60
20,783,JKIL,EQ,100818,76650,76.03
20,784,JKLAKSHMI,EQ,82785,32108,38.78
20,785,JKPAPER,EQ,3366441,992806,29.49
20,786,JKTYRE,EQ,351107,134051,38.18
20,787,JMA,EQ,855,256,29.94
20,788,JMCPROJECT,EQ,7184,4962,69.07
20,789,JMFINANCIL,EQ,469722,357256,76.06
20,790,JOCIL,EQ,1981,905,45.68
20,791,JPASSOCIAT,EQ,15154865,5773472,38.10
20,792,JPOLYINVST,EQ,655,587,89.62
20,793,JPPOWER,EQ,1650983,1069580,64.78
20,794,JSL,EQ,229114,135993,59.36
20,795,JSLHISAR,EQ,170836,70433,41.23
20,796,JSWENERGY,EQ,757303,403978,53.34
20,797,JSWHL,EQ,14878,14011,94.17
20,798,JSWSTEEL,EQ,2968742,981473,33.06
20,799,JSWSTEEL,P2,75323,75321,100.00
20,800,JTEKTINDIA,EQ,364716,126186,34.60
20,801,JUBILANT,EQ,269279,126812,47.09
20,802,JUBLFOOD,EQ,352076,62246,17.68
20,803,JUBLINDS,EQ,10809,4384,40.56
20,804,JUNIORBEES,EQ,38784,23149,59.69
20,805,JUSTDIAL,EQ,3441661,568975,16.53
20,806,JVLAGRO,EQ,908360,672344,74.02
20,807,JYOTHYLAB,EQ,73183,50538,69.06
20,808,KABRAEXTRU,EQ,28468,25382,89.16
20,809,KAJARIACER,EQ,445137,202898,45.58
20,810,KAKATCEM,EQ,12317,6353,51.58
20,811,KALPATPOWR,EQ,33119,19060,57.55
20,812,KAMATHOTEL,EQ,32954,26064,79.09
20,813,KAMDHENU,EQ,5563,4005,71.99
20,814,KANANIIND,EQ,1875,1186,63.25
20,815,KANORICHEM,EQ,40461,28290,69.92
20,816,KANSAINER,EQ,100122,45296,45.24
20,817,KAPSTON,SM,2400,0,0.00
20,818,KARDA,EQ,29732,15420,51.86
20,819,KARURVYSYA,EQ,552091,346374,62.74
20,820,KAUSHALYA,EQ,22959,22373,97.45
20,821,KAVVERITEL,EQ,5850,4912,83.97
20,822,KAYA,EQ,9599,3585,37.35
20,823,KCP,EQ,79313,43885,55.33
20,824,KCPSUGIND,EQ,60454,57542,95.18
20,825,KDDL,EQ,9984,8796,88.10
20,826,KEC,EQ,399911,253270,63.33
20,827,KECL,EQ,86255,52531,60.90
20,828,KEI,EQ,113824,63900,56.14
20,829,KELLTONTEC,EQ,105924,66724,62.99
20,830,KESARENT,EQ,1464,725,49.52
20,831,KESORAMIND,EQ,369181,75265,20.39
20,832,KEYCORPSER,EQ,4406,6,0.14
20,833,KHADIM,EQ,10710,7953,74.26
20,834,KHAITANLTD,EQ,845,770,91.12
20,835,KICL,EQ,4236,3985,94.07
20,836,KILITCH,EQ,55396,36236,65.41
20,837,KINGFA,EQ,1857,1036,55.79
20,838,KIOCL,EQ,77931,35725,45.84
20,839,KIRIINDUS,EQ,61746,28955,46.89
20,840,KIRLOSBROS,EQ,32525,13225,40.66
20,841,KIRLOSENG,EQ,3745,2320,61.95
20,842,KIRLOSIND,EQ,296,160,54.05
20,843,KITEX,EQ,74421,35840,48.16
20,844,KKCL,EQ,643,545,84.76
20,845,KMSUGAR,EQ,82791,54039,65.27
20,846,KNRCON,EQ,103647,72601,70.05
20,847,KOHINOOR,EQ,42267,27719,65.58
20,848,KOKUYOCMLN,EQ,357675,112268,31.39
20,849,KOLTEPATIL,EQ,59295,22239,37.51
20,850,KOPRAN,EQ,77360,41048,53.06
20,851,KOTAKBANK,EQ,1054743,486230,46.10
20,852,KOTAKBKETF,EQ,12395,12346,99.60
20,853,KOTAKGOLD,EQ,12734,10278,80.71
20,854,KOTAKNIFTY,EQ,98324,51100,51.97
20,855,KOTAKNV20,EQ,2458,1860,75.67
20,856,KOTAKPSUBK,EQ,5800,3037,52.36
20,857,KOTARISUG,EQ,2867,2090,72.90
20,858,KOTHARIPET,EQ,7762,7225,93.08
20,859,KOTHARIPRO,EQ,9279,3117,33.59
20,860,KPIT,EQ,1719725,896006,52.10
20,861,KPRMILL,EQ,152417,65036,42.67
20,862,KRBL,EQ,82382,28316,34.37
20,863,KRIDHANINF,EQ,79867,50899,63.73
20,864,KRISHANA,SM,4000,4000,100.00
20,865,KSBPUMPS,EQ,5013,2951,58.87
20,866,KSCL,EQ,427781,66348,15.51
20,867,KSL,EQ,34598,15799,45.66
20,868,KTIL,EQ,1415,1145,80.92
20,869,KTKBANK,EQ,1303455,277603,21.30
20,870,KWALITY,EQ,1435531,1068078,74.40
20,871,L&TFH,EQ,16717051,4796650,28.69
20,872,L&TFINANCE,N4,651,650,99.85
20,873,L&TINFRA,N1,50,46,92.00
20,874,L&TINFRA,N2,262,261,99.62
20,875,L&TINFRA,N3,75,75,100.00
20,876,L&TINFRA,N4,972,962,98.97
20,877,L&TINFRA,N6,565,529,93.63
20,878,LAKPRE,EQ,10095,8412,83.33
20,879,LAKSHVILAS,EQ,690091,156160,22.63
20,880,LALPATHLAB,EQ,131653,64848,49.26
20,881,LAMBODHARA,EQ,14706,7748,52.69
20,882,LAOPALA,EQ,64166,49889,77.75
20,883,LASA,EQ,72691,52973,72.87
20,884,LAURUSLABS,EQ,34155,24982,73.14
20,885,LAXMIMACH,EQ,8079,4458,55.18
20,886,LEEL,EQ,62546,43073,68.87
20,887,LEMONTREE,EQ,271930,164941,60.66
20,888,LEXUS,SM,5000,5000,100.00
20,889,LGBBROSLTD,EQ,8280,5725,69.14
20,890,LIBAS,SM,2000,2000,100.00
20,891,LIBERTSHOE,EQ,1000276,163993,16.39
20,892,LICHSGFIN,EQ,704323,203381,28.88
20,893,LICNETFGSC,EQ,316,205,64.87
20,894,LICNETFN50,EQ,60,59,98.33
20,895,LICNETFSEN,EQ,3511,12,0.34
20,896,LICNFNHGP,EQ,51,51,100.00
20,897,LINCOLN,EQ,35024,28274,80.73
20,898,LINCPEN,EQ,1929,1087,56.35
20,899,LINDEINDIA,EQ,37118,33508,90.27
20,900,LIQUIDBEES,EQ,1096388,581626,53.05
20,901,LIQUIDETF,EQ,12483,10532,84.37
20,902,LITL,EQ,1916032,1661045,86.69
20,903,LOKESHMACH,EQ,18985,11369,59.88
20,904,LOTUSEYE,EQ,19009,11998,63.12
20,905,LOVABLE,EQ,57228,28463,49.74
20,906,LPDC,EQ,44918,36387,81.01
20,907,LSIL,EQ,3547700,1823572,51.40
20,908,LT,EQ,11227838,3535258,31.49
20,909,LTI,EQ,334170,206072,61.67
20,910,LTTS,EQ,198488,117946,59.42
20,911,LUMAXIND,EQ,4025,2527,62.78
20,912,LUMAXTECH,EQ,77522,50974,65.75
20,913,LUPIN,EQ,2288649,535729,23.41
20,914,LUXIND,EQ,58476,5211,8.91
20,915,LYCOS,EQ,240640,149590,62.16
20,916,LYKALABS,EQ,50740,27152,53.51
20,917,LYPSAGEMS,EQ,43348,15017,34.64
20,918,M&M,EQ,1877608,915599,48.76
20,919,M&MFIN,EQ,1003441,560982,55.91
20,920,M&MFIN,N2,365,365,100.00
20,921,M&MFIN,N3,4,3,75.00
20,922,M100,EQ,13698,12492,91.20
20,923,M14RG,MF,1000,1000,100.00
20,924,M50,EQ,793,723,91.17
20,925,MAANALU,EQ,14181,5671,39.99
20,926,MACPOWER,SM,6500,2000,30.77
20,927,MADHAV,EQ,3568,1785,50.03
20,928,MADHUCON,EQ,71312,65587,91.97
20,929,MADRASFERT,EQ,77908,43288,55.56
20,930,MAGADSUGAR,EQ,5075,3566,70.27
20,931,MAGMA,EQ,1340590,542716,40.48
20,932,MAHABANK,EQ,212389,121936,57.41
20,933,MAHASTEEL,EQ,30506,3236,10.61
20,934,MAHESHWARI,SM,7000,4000,57.14
20,935,MAHICKRA,SM,6000,6000,100.00
20,936,MAHINDCIE,EQ,73143,39882,54.53
20,937,MAHLIFE,EQ,81904,46358,56.60
20,938,MAHLOG,EQ,10659,6019,56.47
20,939,MAHSCOOTER,EQ,1870,1303,69.68
20,940,MAHSEAMLES,EQ,41707,14405,34.54
20,941,MAITHANALL,EQ,76691,26568,34.64
20,942,MAJESCO,EQ,26555,15190,57.20
20,943,MALUPAPER,EQ,15902,13213,83.09
20,944,MANAKALUCO,EQ,13680,8880,64.91
20,945,MANAKCOAT,EQ,6896,4736,68.68
20,946,MANAKSIA,EQ,6002,2539,42.30
20,947,MANAKSTEEL,EQ,7604,5403,71.05
20,948,MANALIPETC,EQ,368082,178382,48.46
20,949,MANAPPURAM,EQ,4513874,2337376,51.78
20,950,MANAV,SM,4000,4000,100.00
20,951,MANGALAM,EQ,150719,77287,51.28
20,952,MANGCHEFER,EQ,705346,189721,26.90
20,953,MANGLMCEM,EQ,26062,15761,60.48
20,954,MANGTIMBER,EQ,20454,14222,69.53
20,955,MANINDS,EQ,125741,73557,58.50
20,956,MANINFRA,EQ,1807196,770906,42.66
20,957,MANPASAND,EQ,1219139,487399,39.98
20,958,MANUGRAPH,EQ,36934,20763,56.22
20,959,MARALOVER,EQ,9723,8633,88.79
20,960,MARATHON,EQ,11791,10170,86.25
20,961,MARICO,EQ,1220215,699020,57.29
20,962,MARKSANS,EQ,2518959,1056078,41.93
20,963,MARUTI,EQ,449317,248454,55.30
20,964,MASFIN,EQ,8159,4327,53.03
20,965,MASTEK,EQ,66297,25712,38.78
20,966,MATRIMONY,EQ,13397,8671,64.72
20,967,MAWANASUG,EQ,357408,126864,35.50
20,968,MAXINDIA,EQ,1539725,1109073,72.03
20,969,MAXVIL,EQ,160610,122264,76.12
20,970,MAYURUNIQ,EQ,17081,10504,61.50
20,971,MAZDA,EQ,491,393,80.04
20,972,MBLINFRA,EQ,126370,88614,70.12
20,973,MCDHOLDING,EQ,38442,26373,68.60
20,974,MCDOWELL-N,EQ,1050665,360361,34.30
20,975,MCL,SM,1600,1600,100.00
20,976,MCLEODRUSS,EQ,303438,224837,74.10
20,977,MCX,EQ,300454,70567,23.49
20,978,MEGASOFT,EQ,30453,26654,87.53
20,979,MEGH,EQ,1775110,741319,41.76
20,980,MENONBE,EQ,31114,21017,67.55
20,981,MEP,EQ,144582,68908,47.66
20,982,MERCATOR,EQ,290201,159781,55.06
20,983,MERCK,EQ,41958,17855,42.55
20,984,METKORE,EQ,14270,7455,52.24
20,985,MFSL,EQ,453817,140327,30.92
20,986,MGL,EQ,218491,81015,37.08
20,987,MHRIL,EQ,235583,101445,43.06
20,988,MIC,EQ,125518,80031,63.76
20,989,MIDHANI,EQ,1990330,528911,26.57
20,990,MINDACORP,EQ,157453,80553,51.16
20,991,MINDAIND,EQ,113958,80211,70.39
20,992,MINDTECK,EQ,8218,6039,73.49
20,993,MINDTREE,EQ,775260,107832,13.91
20,994,MIRCELECTR,EQ,297119,184095,61.96
20,995,MIRZAINT,EQ,843924,243403,28.84
20,996,MITCON,SM,12000,12000,100.00
20,997,MITTAL,SM,30000,0,0.00
20,998,MMFL,EQ,8210,4614,56.20
20,999,MMP,SM,24000,14400,60.00
20,1000,MMTC,EQ,1293636,350331,27.08
20,1001,MOHITIND,EQ,14975,13260,88.55
20,1002,MOHOTAIND,EQ,150506,71608,47.58
20,1003,MOIL,EQ,158641,93420,58.89
20,1004,MOKSH,SM,3000,3000,100.00
20,1005,MOLDTECH,EQ,31859,17330,54.40
20,1006,MOLDTKPAC,EQ,11936,10403,87.16
20,1007,MONSANTO,EQ,3981,2811,70.61
20,1008,MONTECARLO,EQ,4636,2073,44.72
20,1009,MORARJEE,EQ,7194,4303,59.81
20,1010,MOREPENLAB,EQ,721198,393175,54.52
20,1011,MOTHERSUMI,EQ,3126802,1562251,49.96
20,1012,MOTILALOFS,EQ,67518,42309,62.66
20,1013,MOTOGENFIN,EQ,2539,2338,92.08
20,1014,MPHASIS,EQ,219838,117202,53.31
20,1015,MPSLTD,EQ,4035,2628,65.13
20,1016,MRF,EQ,15186,10484,69.04
20,1017,MRO-TEK,EQ,3515,3005,85.49
20,1018,MRPL,EQ,698978,235342,33.67
20,1019,MSPL,EQ,18347,13272,72.34
20,1020,MTEDUCARE,EQ,13970,9560,68.43
20,1021,MTNL,EQ,728151,335338,46.05
20,1022,MUKANDENGG,EQ,5098,3181,62.40
20,1023,MUKANDLTD,EQ,49335,27295,55.33
20,1024,MUKANDLTD,P1,21,21,100.00
20,1025,MUKTAARTS,EQ,107221,28530,26.61
20,1026,MUNJALAU,EQ,60722,34827,57.35
20,1027,MUNJALSHOW,EQ,18224,10515,57.70
20,1028,MURUDCERA,EQ,61135,38043,62.23
20,1029,MUTHOOTCAP,EQ,130936,80034,61.12
20,1030,MUTHOOTFIN,EQ,899544,218792,24.32
20,1031,MVL,EQ,44849,34568,77.08
20,1032,N100,EQ,52,52,100.00
20,1033,NABARD,N2,1879,1801,95.85
20,1034,NACLIND,EQ,68710,44363,64.57
20,1035,NAGAFERT,EQ,175773,118415,67.37
20,1036,NAGAROIL,EQ,156615,114597,73.17
20,1037,NAGREEKCAP,EQ,6798,3902,57.40
20,1038,NAGREEKEXP,EQ,3424,2231,65.16
20,1039,NAHARCAP,EQ,6776,5030,74.23
20,1040,NAHARINDUS,EQ,9360,7359,78.62
20,1041,NAHARPOLY,EQ,3527,3526,99.97
20,1042,NAHARSPING,EQ,53672,17529,32.66
20,1043,NANDANI,SM,2000,2000,100.00
20,1044,NARMADA,SM,32000,24000,75.00
20,1045,NATCOPHARM,EQ,206797,118783,57.44
20,1046,NATHBIOGEN,EQ,21280,10802,50.76
20,1047,NATIONALUM,EQ,16469743,7201056,43.72
20,1048,NATNLSTEEL,EQ,57371,53594,93.42
20,1049,NAUKRI,EQ,19561,11567,59.13
20,1050,NAVINFLUOR,EQ,49450,23031,46.57
20,1051,NAVKARCORP,EQ,251550,236286,93.93
20,1052,NAVNETEDUL,EQ,2215927,577452,26.06
20,1053,NBCC,EQ,2672791,803995,30.08
20,1054,NBIFIN,EQ,1130,920,81.42
20,1055,NBVENTURES,EQ,163365,107117,65.57
20,1056,NCC,EQ,4805795,1298510,27.02
20,1057,NCLIND,EQ,117478,46012,39.17
20,1058,NDGL,EQ,608,355,58.39
20,1059,NDL,EQ,39143,31761,81.14
20,1060,NECCLTD,EQ,13742,11618,84.54
20,1061,NECLIFE,EQ,179323,122778,68.47
20,1062,NELCAST,EQ,22932,17337,75.60
20,1063,NELCO,EQ,92868,52646,56.69
20,1064,NESCO,EQ,18987,12670,66.73
20,1065,NESTLEIND,EQ,41321,26028,62.99
20,1066,NETWORK18,EQ,278562,129482,46.48
20,1067,NEULANDLAB,EQ,47275,43366,91.73
20,1068,NEWGEN,EQ,1080679,1017672,94.17
20,1069,NEXTMEDIA,EQ,166572,130244,78.19
20,1070,NFL,EQ,250446,98846,39.47
20,1071,NH,EQ,12198,7873,64.54
20,1072,NHAI,N1,1790,1175,65.64
20,1073,NHAI,N2,4129,4106,99.44
20,1074,NHAI,N6,840,335,39.88
20,1075,NHAI,N8,3299,2991,90.66
20,1076,NHAI,N9,15600,15575,99.84
20,1077,NHAI,NA,1440,1210,84.03
20,1078,NHAI,NE,284,274,96.48
20,1079,NHBTF2014,N6,22,22,100.00
20,1080,NHBTF2023,N6,121,107,88.43
20,1081,NHPC,EQ,5805133,2351311,40.50
20,1082,NHPC,N6,8,6,75.00
20,1083,NIACL,EQ,60393,38951,64.50
20,1084,NIFTYBEES,EQ,12412,7387,59.51
20,1085,NIITLTD,EQ,718415,402392,56.01
20,1086,NIITTECH,EQ,386878,55880,14.44
20,1087,NILAINFRA,EQ,208458,103286,49.55
20,1088,NILKAMAL,EQ,101687,21731,21.37
20,1089,NIPPOBATRY,EQ,776,390,50.26
20,1090,NITCO,EQ,41594,17401,41.84
20,1091,NITESHEST,EQ,19308,14796,76.63
20,1092,NITINFIRE,EQ,389046,300853,77.33
20,1093,NITINSPIN,EQ,103623,65454,63.17
