Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,20082018,472205718,0001749
Trade Date <20-AUG-2018>,Settlement Type <N>,Settlement No <2018159>,Settlement Date <23-AUG-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,67,AMBER,EQ,4822,3389,70.28
20,68,AMBIKCO,EQ,4268,3163,74.11
20,69,AMBUJACEM,EQ,1591893,634296,39.85
20,70,AMDIND,EQ,8876,5873,66.17
20,71,AMJLAND,EQ,19754,15131,76.60
20,72,AMJUMBO,SM,6000,6000,100.00
20,73,AMRUTANJAN,EQ,25355,22576,89.04
20,74,ANANTRAJ,EQ,586623,256647,43.75
20,75,ANDHRABANK,EQ,3532538,533927,15.11
20,76,ANDHRACEMT,EQ,79056,40210,50.86
20,77,ANDHRSUGAR,EQ,19889,13502,67.89
20,78,ANIKINDS,EQ,3448,2378,68.97
20,79,ANSALAPI,EQ,53356,35262,66.09
20,80,ANSALHSG,EQ,26521,13216,49.83
20,81,APARINDS,EQ,13310,6830,51.31
20,82,APCL,EQ,5962,5532,92.79
20,83,APCOTEXIND,EQ,9734,5994,61.58
20,84,APEX,EQ,354502,52105,14.70
20,85,APLAPOLLO,EQ,10122,6358,62.81
20,86,APLLTD,EQ,40177,12100,30.12
20,87,APOLLO,EQ,19554,12716,65.03
20,88,APOLLOHOSP,EQ,1701643,252074,14.81
20,89,APOLLOTYRE,EQ,4447592,1828701,41.12
20,90,APOLSINHOT,EQ,606,406,67.00
20,91,APTECHT,EQ,151397,46475,30.70
20,92,ARCHIDPLY,EQ,12375,9213,74.45
20,93,ARCHIES,EQ,64897,50913,78.45
20,94,ARIES,EQ,53954,24788,45.94
20,95,ARIHANT,EQ,72,64,88.89
20,96,ARIHANTSUP,EQ,39531,18850,47.68
20,97,ARMANFIN,EQ,5310,4159,78.32
20,98,AROGRANITE,EQ,15875,10757,67.76
20,99,ARROWGREEN,EQ,138991,49714,35.77
20,100,ARROWTEX,EQ,4836,2923,60.44
20,101,ARSHIYA,EQ,10646,5823,54.70
20,102,ARTNIRMAN,SM,6000,6000,100.00
20,103,ARVIND,EQ,1666076,308922,18.54
20,104,ARVSMART,EQ,7570,4883,64.50
20,105,ASAHIINDIA,EQ,18913,15979,84.49
20,106,ASAHISONG,EQ,4162,3640,87.46
20,107,ASAL,EQ,8352,4987,59.71
20,108,ASHAPURMIN,EQ,53732,23760,44.22
20,109,ASHIANA,EQ,67170,59898,89.17
20,110,ASHIMASYN,EQ,56926,37954,66.67
20,111,ASHOKA,EQ,122595,74083,60.43
20,112,ASHOKLEY,EQ,13100525,2464070,18.81
20,113,ASIANHOTNR,EQ,2686,1730,64.41
20,114,ASIANPAINT,EQ,1259905,574941,45.63
20,115,ASIANTILES,EQ,100150,61694,61.60
20,116,ASPINWALL,EQ,2859,2701,94.47
20,117,ASTEC,EQ,18305,11897,64.99
20,118,ASTERDM,EQ,252413,204913,81.18
20,119,ASTRAL,EQ,17422,10508,60.31
20,120,ASTRAMICRO,EQ,191945,82805,43.14
20,121,ASTRAZEN,EQ,130217,29653,22.77
20,122,ASTRON,EQ,151256,58690,38.80
20,123,ATFL,EQ,6766,5625,83.14
20,124,ATLANTA,EQ,49527,39944,80.65
20,125,ATUL,EQ,2250,1236,54.93
20,126,ATULAUTO,EQ,7309,4887,66.86
20,127,AUBANK,EQ,140630,83216,59.17
20,128,AUROPHARMA,EQ,3211608,1094411,34.08
20,129,AUSOMENT,EQ,1034,333,32.21
20,130,AUTOAXLES,EQ,58518,48943,83.64
20,131,AUTOIND,EQ,24844,13568,54.61
20,132,AUTOLITIND,EQ,6621,4492,67.84
20,133,AVADHSUGAR,EQ,9948,5693,57.23
20,134,AVANTIFEED,EQ,482101,163474,33.91
20,135,AVSL,SM,6000,3000,50.00
20,136,AVTNPL,EQ,25889,19884,76.80
20,137,AXISBANK,EQ,6463139,3106291,48.06
20,138,AXISCADES,EQ,90495,53081,58.66
20,139,AXISGOLD,EQ,27,17,62.96
20,140,AXISNIFTY,EQ,196,196,100.00
20,141,AYMSYNTEX,EQ,10082,5842,57.94
20,142,BAFNAPHARM,EQ,20056,12650,63.07
20,143,BAGFILMS,EQ,1752440,1131004,64.54
20,144,BAJAJ-AUTO,EQ,580539,179891,30.99
20,145,BAJAJCORP,EQ,12292,7276,59.19
20,146,BAJAJELEC,EQ,333659,98941,29.65
20,147,BAJAJFINSV,EQ,91898,35598,38.74
20,148,BAJAJHIND,EQ,835755,600688,71.87
20,149,BAJAJHLDNG,EQ,9395,4917,52.34
20,150,BAJFINANCE,EQ,665480,238282,35.81
20,151,BALAJITELE,EQ,55702,40030,71.86
20,152,BALAMINES,EQ,17906,10716,59.85
20,153,BALKRISHNA,EQ,45611,20667,45.31
20,154,BALKRISIND,EQ,1052727,263494,25.03
20,155,BALLARPUR,EQ,1185363,850662,71.76
20,156,BALMLAWRIE,EQ,143956,112748,78.32
20,157,BALPHARMA,EQ,566550,153141,27.03
20,158,BALRAMCHIN,EQ,2645969,958818,36.24
20,159,BANARBEADS,EQ,1145,1045,91.27
20,160,BANARISUG,EQ,319,271,84.95
20,161,BANCOINDIA,EQ,33470,26458,79.05
20,162,BANDHANBNK,EQ,376704,222598,59.09
20,163,BANG,EQ,24936,19870,79.68
20,164,BANKBARODA,EQ,10467382,1535734,14.67
20,165,BANKBEES,EQ,33005,30788,93.28
20,166,BANKINDIA,EQ,7281785,1060278,14.56
20,167,BANSAL,SM,31000,19000,61.29
20,168,BANSWRAS,EQ,2004,1582,78.94
20,169,BARTRONICS,EQ,35375,30164,85.27
20,170,BASF,EQ,4056,1615,39.82
20,171,BASML,EQ,1755,1555,88.60
20,172,BATAINDIA,EQ,1072872,221056,20.60
20,173,BAYERCROP,EQ,10538,7645,72.55
20,174,BBL,EQ,22633,7938,35.07
20,175,BBTC,EQ,151482,42239,27.88
20,176,BDL,EQ,25803,16135,62.53
20,177,BEARDSELL,EQ,3348,2185,65.26
20,178,BEDMUTHA,EQ,10337,5507,53.27
20,179,BEL,EQ,3192706,990343,31.02
20,180,BEML,EQ,564256,88868,15.75
20,181,BEPL,EQ,298919,130633,43.70
20,182,BERGEPAINT,EQ,852316,224460,26.34
20,183,BETA,SM,800,800,100.00
20,184,BFINVEST,EQ,406047,62242,15.33
20,185,BFUTILITIE,EQ,355022,78611,22.14
20,186,BGRENERGY,EQ,279663,86570,30.96
20,187,BHAGERIA,EQ,10565,7102,67.22
20,188,BHAGYAPROP,EQ,8442,5941,70.37
20,189,BHANDARI,EQ,259766,188326,72.50
20,190,BHARATFIN,EQ,472581,381658,80.76
20,191,BHARATFORG,EQ,1215908,481360,39.59
20,192,BHARATGEAR,EQ,19381,12917,66.65
20,193,BHARATRAS,EQ,1624,967,59.54
20,194,BHARATWIRE,EQ,25408,21661,85.25
20,195,BHARTIARTL,EQ,2557572,1006069,39.34
20,196,BHEL,EQ,4923730,1599649,32.49
20,197,BHUSANSTL,EQ,834115,538435,64.55
20,198,BIGBLOC,EQ,2060,1228,59.61
20,199,BIL,EQ,16448,6802,41.35
20,200,BINANIIND,EQ,307257,144644,47.08
20,201,BINDALAGRO,EQ,69209,47047,67.98
20,202,BIOCON,EQ,2201651,415263,18.86
20,203,BIRLACABLE,EQ,507918,243604,47.96
20,204,BIRLACORPN,EQ,78243,12362,15.80
20,205,BIRLAMONEY,EQ,95320,69252,72.65
20,206,BKMINDST,EQ,31096,17890,57.53
20,207,BLBLIMITED,EQ,41911,35911,85.68
20,208,BLISSGVS,EQ,112693,27181,24.12
20,209,BLKASHYAP,EQ,101221,81167,80.19
20,210,BLS,EQ,70462,41790,59.31
20,211,BLUEBLENDS,EQ,23928,21534,89.99
20,212,BLUEDART,EQ,1031,703,68.19
20,213,BLUEDART,N2,40,20,50.00
20,214,BLUESTARCO,EQ,64081,57196,89.26
20,215,BODALCHEM,EQ,146009,82751,56.68
20,216,BOROSIL,EQ,98808,48300,48.88
20,217,BOSCHLTD,EQ,7399,4480,60.55
20,218,BPCL,EQ,3398521,1701789,50.07
20,219,BPL,EQ,230044,59544,25.88
20,220,BRIGADE,EQ,142509,107308,75.30
20,221,BRIGHT,SM,21000,18000,85.71
20,222,BRITANNIA,EQ,144712,72343,49.99
20,223,BRNL,EQ,3456,2495,72.19
20,224,BROOKS,EQ,49681,33392,67.21
20,225,BSE,EQ,154854,125076,80.77
20,226,BSELINFRA,EQ,64132,60302,94.03
20,227,BSHSL,SM,34000,29000,85.29
20,228,BSL,EQ,3191,1677,52.55
20,229,BSLGOLDETF,EQ,2,1,50.00
20,230,BSLNIFTY,EQ,181,92,50.83
20,231,BUTTERFLY,EQ,21230,10344,48.72
20,232,BYKE,EQ,72392,45663,63.08
20,233,CADILAHC,EQ,9299936,2330947,25.06
20,234,CADSYS,SM,6000,4000,66.67
20,235,CAMLINFINE,EQ,246672,142067,57.59
20,236,CANBK,EQ,5471485,380187,6.95
20,237,CANDC,EQ,118570,89534,75.51
20,238,CANFINHOME,EQ,901769,224680,24.92
20,239,CANTABIL,EQ,40670,29376,72.23
20,240,CAPACITE,EQ,71564,32982,46.09
20,241,CAPF,EQ,840022,191566,22.80
20,242,CAPLIPOINT,EQ,21968,14730,67.05
20,243,CAPTRUST,EQ,1148,550,47.91
20,244,CARBORUNIV,EQ,37449,27045,72.22
20,245,CAREERP,EQ,62854,38824,61.77
20,246,CARERATING,EQ,10968,5553,50.63
20,247,CASTEXTECH,EQ,2224436,943966,42.44
20,248,CASTROLIND,EQ,1584323,922049,58.20
20,249,CCCL,EQ,145109,108155,74.53
20,250,CCHHL,EQ,166588,123317,74.03
20,251,CCL,EQ,43046,21249,49.36
20,252,CDSL,EQ,372532,181352,48.68
20,253,CEATLTD,EQ,533665,49181,9.22
20,254,CEBBCO,EQ,65087,61836,95.01
20,255,CELEBRITY,EQ,33567,20411,60.81
20,256,CELESTIAL,EQ,26490,19735,74.50
20,257,CENTENKA,EQ,60771,32244,53.06
20,258,CENTEXT,EQ,108944,98326,90.25
20,259,CENTRALBK,EQ,64040,38843,60.65
20,260,CENTRUM,EQ,147295,105517,71.64
20,261,CENTUM,EQ,4574,4115,89.97
20,262,CENTURYPLY,EQ,149993,76797,51.20
20,263,CENTURYTEX,EQ,570686,119465,20.93
20,264,CERA,EQ,12624,4816,38.15
20,265,CEREBRAINT,EQ,1435136,732462,51.04
20,266,CES1RPG,MF,10500,10500,100.00
20,267,CESC,EQ,272691,82365,30.20
20,268,CGCL,EQ,54820,43913,80.10
20,269,CGPOWER,EQ,4503688,692886,15.38
20,270,CHAMBLFERT,EQ,1035572,632977,61.12
20,271,CHEMFAB,EQ,8746,6557,74.97
20,272,CHENNPETRO,EQ,556452,192148,34.53
20,273,CHOLAFIN,EQ,273947,150678,55.00
20,274,CIGNITITEC,EQ,8147,5840,71.68
20,275,CIMMCO,EQ,7476,2769,37.04
20,276,CINELINE,EQ,20724,15526,74.92
20,277,CIPLA,EQ,1296664,433189,33.41
20,278,CLEDUCATE,EQ,9550,6831,71.53
20,279,CLNINDIA,EQ,24820,15646,63.04
20,280,CMICABLES,EQ,18205,11359,62.39
20,281,COALINDIA,EQ,3933773,1301996,33.10
20,282,COCHINSHIP,EQ,126747,89852,70.89
20,283,COFFEEDAY,EQ,107054,59511,55.59
20,284,COLPAL,EQ,421273,328473,77.97
20,285,COMPINFO,EQ,23758,18833,79.27
20,286,COMPUSOFT,EQ,21660,18574,85.75
20,287,CONCOR,EQ,341414,210869,61.76
20,288,CONSOFINVT,EQ,3059,2682,87.68
20,289,CONTROLPR,EQ,5356,4041,75.45
20,290,CORALFINAC,EQ,19702,10884,55.24
20,291,CORDSCABLE,EQ,12825,6160,48.03
20,292,COROMANDEL,EQ,325530,281064,86.34
20,293,CORPBANK,EQ,181999,98876,54.33
20,294,COSMOFILMS,EQ,23055,16090,69.79
20,295,COUNCODOS,EQ,17881,11187,62.56
20,296,COX&KINGS,EQ,112563,78501,69.74
20,297,CPSEETF,EQ,1848061,1647623,89.15
20,298,CREATIVE,SM,1600,1600,100.00
20,299,CREATIVEYE,EQ,1351,1351,100.00
20,300,CREST,EQ,98900,30920,31.26
20,301,CRISIL,EQ,6242,5543,88.80
20,302,CRMFGETF,EQ,21,21,100.00
20,303,CROMPTON,EQ,220773,84284,38.18
20,304,CTE,EQ,5009,4846,96.75
20,305,CUB,EQ,393105,293535,74.67
20,306,CUMMINSIND,EQ,781297,401838,51.43
20,307,CUPID,EQ,201315,96121,47.75
20,308,CYBERMEDIA,EQ,600,600,100.00
20,309,CYBERTECH,EQ,5880,4132,70.27
20,310,CYIENT,EQ,54846,29159,53.17
20,311,DAAWAT,EQ,621378,356056,57.30
20,312,DABUR,EQ,3313045,2243817,67.73
20,313,DALMIABHA,EQ,76677,16016,20.89
20,314,DALMIASUG,EQ,34257,22721,66.33
20,315,DAMODARIND,EQ,2705,2424,89.61
20,316,DATAMATICS,EQ,720112,249845,34.70
20,317,DBCORP,EQ,24936,13091,52.50
20,318,DBL,EQ,176036,104488,59.36
20,319,DBREALTY,EQ,2094748,1113003,53.13
20,320,DBSTOCKBRO,EQ,1,1,100.00
20,321,DCAL,EQ,763899,484873,63.47
20,322,DCBBANK,EQ,2009355,648812,32.29
20,323,DCM,EQ,14248,11402,80.03
20,324,DCMSHRIRAM,EQ,101051,48551,48.05
20,325,DCW,EQ,195546,131103,67.04
20,326,DECCANCE,EQ,9627,7975,82.84
20,327,DEEPAKFERT,EQ,113647,68696,60.45
20,328,DEEPAKNTR,EQ,173864,69062,39.72
20,329,DEEPIND,EQ,104490,38345,36.70
20,330,DELTACORP,EQ,1899613,678815,35.73
20,331,DELTAMAGNT,EQ,126,63,50.00
20,332,DEN,EQ,261876,160731,61.38
20,333,DENABANK,EQ,682491,251697,36.88
20,334,DENORA,EQ,4407,1916,43.48
20,335,DFMFOODS,EQ,3201,2285,71.38
20,336,DHAMPURSUG,EQ,253538,87839,34.65
20,337,DHANBANK,EQ,3521777,1570167,44.58
20,338,DHANUKA,EQ,12367,8491,68.66
20,339,DHFL,EQ,5144479,956407,18.59
20,340,DHFL,N6,44,44,100.00
20,341,DHFL,N8,986,956,96.96
20,342,DHFL,NC,1388,1388,100.00
20,343,DHFL,NL,100,50,50.00
20,344,DHFL,NP,146,137,93.84
20,345,DHFL,NQ,35,35,100.00
20,346,DHFL,NX,147,147,100.00
20,347,DHFL,NY,50,50,100.00
20,348,DHFL,Y1,50,50,100.00
20,349,DHUNINV,EQ,1531,1196,78.12
20,350,DIAMONDYD,EQ,3968,3230,81.40
20,351,DICIND,EQ,739,500,67.66
20,352,DIGJAMLTD,EQ,67525,44935,66.55
20,353,DISHTV,EQ,3044962,726189,23.85
20,354,DIVISLAB,EQ,2795952,537718,19.23
20,355,DIXON,EQ,12948,5893,45.51
20,356,DLF,EQ,8027156,882643,11.00
20,357,DLINKINDIA,EQ,36677,26597,72.52
20,358,DMART,EQ,352913,154440,43.76
20,359,DNAMEDIA,EQ,11191,10372,92.68
20,360,DOLLAR,EQ,15224,9532,62.61
20,361,DOLPHINOFF,EQ,291304,96459,33.11
20,362,DONEAR,EQ,30240,18601,61.51
20,363,DPL,EQ,39825,21602,54.24
20,364,DPSCLTD,EQ,28960,17424,60.17
20,365,DQE,EQ,3421,3421,100.00
20,366,DREDGECORP,EQ,275122,58396,21.23
20,367,DRREDDY,EQ,361318,46617,12.90
20,368,DSSL,EQ,75788,35034,46.23
20,369,DTIL,EQ,2516,1930,76.71
20,370,DUCON,EQ,209747,99839,47.60
20,371,DWARKESH,EQ,398287,242198,60.81
20,372,DYNAMATECH,EQ,770,708,91.95
20,373,DYNPRO,EQ,22209,15884,71.52
20,374,E2E,SM,46000,36000,78.26
20,375,EASTSILK,EQ,34588,19028,55.01
20,376,EBANK,EQ,31,30,96.77
20,377,ECEIND,EQ,330,224,67.88
20,378,ECLERX,EQ,8710,6254,71.80
20,379,ECLFINANCE,N3,58,58,100.00
20,380,ECLFINANCE,N4,50,50,100.00
20,381,ECLFINANCE,N5,67,67,100.00
20,382,ECLFINANCE,N6,200,200,100.00
20,383,ECLFINANCE,NC,36,36,100.00
20,384,ECLFINANCE,NE,25,25,100.00
20,385,ECLFINANCE,NF,105,105,100.00
20,386,ECLFINANCE,NG,200,200,100.00
20,387,ECLFINANCE,NI,110,110,100.00
20,388,ECLFINANCE,NJ,611,611,100.00
20,389,ECLFINANCE,NK,770,720,93.51
20,390,EDELWEISS,EQ,1868532,865984,46.35
20,391,EDL,EQ,3477,2397,68.94
20,392,EHFLNCD,N6,200,200,100.00
20,393,EICHERMOT,EQ,44857,24592,54.82
20,394,EIDPARRY,EQ,90305,53177,58.89
20,395,EIFFL,SM,8000,8000,100.00
20,396,EIHAHOTELS,EQ,7263,4195,57.76
20,397,EIHOTEL,EQ,51130,27817,54.40
20,398,EIMCOELECO,EQ,39400,34672,88.00
20,399,EKC,EQ,167573,92083,54.95
20,400,ELAND,EQ,7049,5509,78.15
20,401,ELECON,EQ,70390,41874,59.49
20,402,ELECTCAST,EQ,176349,120293,68.21
20,403,ELECTHERM,EQ,6376,3475,54.50
20,404,ELGIEQUIP,EQ,155952,61384,39.36
20,405,ELGIRUBCO,EQ,58861,23596,40.09
20,406,EMAMILTD,EQ,324950,253977,78.16
20,407,EMKAY,EQ,14233,9055,63.62
20,408,EMKAYTOOLS,SM,400,400,100.00
20,409,EMMBI,EQ,5394,4449,82.48
20,410,EMOFSR1RGG,MF,19400,19400,100.00
20,411,ENDURANCE,EQ,33282,18118,54.44
20,412,ENERGYDEV,EQ,34688,25867,74.57
20,413,ENGINERSIN,EQ,1766473,761939,43.13
20,414,ENIL,EQ,4031,2083,51.67
20,415,EON,EQ,17659,10367,58.71
20,416,EQ30,EQ,27,27,100.00
20,417,EQUITAS,EQ,1146828,415805,36.26
20,418,ERFLNCDI,N3,330,330,100.00
20,419,ERFLNCDI,N4,26,26,100.00
20,420,ERFLNCDI,N5,94,94,100.00
20,421,ERFLNCDI,N6,170,170,100.00
20,422,ERIS,EQ,7276,5303,72.88
20,423,EROSMEDIA,EQ,472645,203119,42.97
20,424,ESABINDIA,EQ,5555,3415,61.48
20,425,ESCORTS,EQ,1623821,532022,32.76
20,426,ESSARSHPNG,EQ,7348,4113,55.97
20,427,ESSDEE,EQ,17132,10886,63.54
20,428,ESSELPACK,EQ,189078,152565,80.69
20,429,ESTER,EQ,208977,126571,60.57
20,430,EUROTEXIND,EQ,12680,8525,67.23
20,431,EVEREADY,EQ,35977,21939,60.98
20,432,EVERESTIND,EQ,84347,33766,40.03
20,433,EXCEL,EQ,20026,16658,83.18
20,434,EXCELCROP,EQ,18220,10496,57.61
20,435,EXCELINDUS,EQ,41744,30301,72.59
20,436,EXIDEIND,EQ,1329775,486204,36.56
20,437,FACT,EQ,56272,26706,47.46
20,438,FAIRCHEM,EQ,13767,11745,85.31
20,439,FCL,EQ,175129,124248,70.95
20,440,FCONSUMER,EQ,2068358,861082,41.63
20,441,FCSSOFT,EQ,319689,181436,56.75
20,442,FDC,EQ,81298,55387,68.13
20,443,FEDDERELEC,EQ,44889,32488,72.37
20,444,FEDERALBNK,EQ,65143396,32310382,49.60
20,445,FEL,EQ,788811,638512,80.95
20,446,FELDVR,EQ,203647,200160,98.29
20,447,FIEMIND,EQ,7849,5189,66.11
20,448,FILATEX,EQ,1258267,585595,46.54
20,449,FINCABLES,EQ,17994,12075,67.11
20,450,FINEORG,EQ,23579,12448,52.79
20,451,FINPIPE,EQ,18644,12154,65.19
20,452,FIVECORE,SM,2000,2000,100.00
20,453,FLEXITUFF,EQ,3298,2530,76.71
20,454,FLFL,EQ,50182,36676,73.09
20,455,FMGOETZE,EQ,8082,3326,41.15
20,456,FMNL,EQ,165145,52595,31.85
20,457,FORTIS,EQ,2614955,1677496,64.15
20,458,FOSECOIND,EQ,1517,1050,69.22
20,459,FOURTHDIM,SM,60000,46000,76.67
20,460,FRETAIL,EQ,741528,587926,79.29
20,461,FSC,EQ,3213,1980,61.62
20,462,FSL,EQ,2662818,736821,27.67
20,463,GABRIEL,EQ,119142,56245,47.21
20,464,GAEL,EQ,59061,44857,75.95
20,465,GAIL,EQ,5035831,1985080,39.42
20,466,GALAXYSURF,EQ,6988,5453,78.03
20,467,GALLANTT,EQ,29853,19844,66.47
20,468,GALLISPAT,EQ,239453,171438,71.60
20,469,GAMMNINFRA,EQ,3912891,2779572,71.04
20,470,GANDHITUBE,EQ,4864,4118,84.66
20,471,GANECOS,EQ,6187,5264,85.08
20,472,GANESHHOUC,EQ,34413,17046,49.53
20,473,GANGESSECU,EQ,3679,2258,61.38
20,474,GARDENSILK,EQ,11592,6717,57.95
20,475,GARFIBRES,EQ,14879,11626,78.14
20,476,GATI,EQ,665383,201673,30.31
20,477,GAYAPROJ,EQ,114721,41584,36.25
20,478,GDL,EQ,30538,16601,54.36
20,479,GEECEE,EQ,10855,8069,74.33
20,480,GENESYS,EQ,56732,47624,83.95
20,481,GENUSPAPER,EQ,182063,128877,70.79
20,482,GENUSPOWER,EQ,181580,82615,45.50
20,483,GEOJITFSL,EQ,98813,60160,60.88
20,484,GEPIL,EQ,16508,12758,77.28
20,485,GESHIP,EQ,80672,41876,51.91
20,486,GET&D,EQ,54638,38507,70.48
20,487,GHCL,EQ,47405,29944,63.17
20,488,GICHSGFIN,EQ,75419,46195,61.25
20,489,GICRE,EQ,57957,32633,56.31
20,490,GILLANDERS,EQ,546,366,67.03
20,491,GILLETTE,EQ,3405,2832,83.17
20,492,GINNIFILA,EQ,61423,39193,63.81
20,493,GIPCL,EQ,33530,25142,74.98
20,494,GIRIRAJ,SM,32400,7200,22.22
20,495,GKWLIMITED,EQ,281,171,60.85
20,496,GLAXO,EQ,21302,11638,54.63
20,497,GLENMARK,EQ,1810601,380660,21.02
20,498,GLOBAL,SM,2000,2000,100.00
20,499,GLOBOFFS,EQ,15546,12889,82.91
20,500,GLOBUSSPR,EQ,59932,32765,54.67
20,501,GMBREW,EQ,50043,31199,62.34
20,502,GMDCLTD,EQ,242608,192369,79.29
20,503,GMMPFAUDLR,EQ,8103,4859,59.97
20,504,GMRINFRA,EQ,63737312,8497805,13.33
20,505,GNA,EQ,99123,64285,64.85
20,506,GNFC,EQ,409879,140377,34.25
20,507,GOACARBON,EQ,179241,65243,36.40
20,508,GOCLCORP,EQ,7701,6176,80.20
20,509,GODFRYPHLP,EQ,83236,12862,15.45
20,510,GODHA,SM,80000,76000,95.00
20,511,GODREJAGRO,EQ,135028,83475,61.82
20,512,GODREJCP,EQ,860874,333233,38.71
20,513,GODREJIND,EQ,637316,293014,45.98
20,514,GODREJPROP,EQ,39164,20418,52.13
20,515,GOKEX,EQ,39527,20074,50.79
20,516,GOKUL,EQ,16840,13049,77.49
20,517,GOKULAGRO,EQ,12207,9138,74.86
20,518,GOLDBEES,EQ,21149,17007,80.42
20,519,GOLDIAM,EQ,23441,14380,61.35
20,520,GOLDSHARE,EQ,1438,974,67.73
20,521,GOLDTECH,EQ,184574,170467,92.36
20,522,GOODLUCK,EQ,90722,61128,67.38
20,523,GPIL,EQ,258553,87811,33.96
20,524,GPPL,EQ,53188,35601,66.93
20,525,GPTINFRA,EQ,10429,4661,44.69
20,526,GRANULES,EQ,4314173,791450,18.35
20,527,GRAPHITE,EQ,1094108,523215,47.82
20,528,GRASIM,EQ,1481459,562894,38.00
20,529,GRAVITA,EQ,147899,62731,42.41
20,530,GREAVESCOT,EQ,419707,257881,61.44
20,531,GREENLAM,EQ,1120,862,76.96
20,532,GREENPLY,EQ,36873,23836,64.64
20,533,GREENPOWER,EQ,92350,50402,54.58
20,534,GRINDWELL,EQ,9109,7226,79.33
20,535,GRPLTD,EQ,551,512,92.92
20,536,GRUH,EQ,571236,341005,59.70
20,537,GSCLCEMENT,EQ,43258,32417,74.94
20,538,GSFC,EQ,1166518,308645,26.46
20,539,GSKCONS,EQ,33297,26108,78.41
20,540,GSPL,EQ,137612,89467,65.01
20,541,GSS,EQ,49075,21600,44.01
20,542,GTL,EQ,59795,41110,68.75
20,543,GTNIND,EQ,18708,10236,54.71
