Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,16082018,493944695,0001764
Trade Date <16-AUG-2018>,Settlement Type <N>,Settlement No <2018157>,Settlement Date <21-AUG-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,550,GSCLCEMENT,EQ,24742,15371,62.13
20,551,GSFC,EQ,548464,132403,24.14
20,552,GSKCONS,EQ,8358,6316,75.57
20,553,GSPL,EQ,397244,332883,83.80
20,554,GSS,EQ,228192,149153,65.36
20,555,GTL,EQ,30347,23920,78.82
20,556,GTNIND,EQ,7268,5012,68.96
20,557,GTNTEX,EQ,3715,2543,68.45
20,558,GTPL,EQ,26220,19241,73.38
20,559,GUFICBIO,EQ,35782,23350,65.26
20,560,GUJALKALI,EQ,91175,22306,24.47
20,561,GUJAPOLLO,EQ,8790,5254,59.77
20,562,GUJFLUORO,EQ,244972,113156,46.19
20,563,GUJGASLTD,EQ,417380,401636,96.23
20,564,GULFOILLUB,EQ,5968,3716,62.27
20,565,GULFPETRO,EQ,42103,24896,59.13
20,566,GULPOLY,EQ,8083,5731,70.90
20,567,GVKPIL,EQ,963613,704947,73.16
20,568,HAL,EQ,10327,5842,56.57
20,569,HARITASEAT,EQ,24510,10135,41.35
20,570,HARRMALAYA,EQ,124643,33319,26.73
20,571,HATHWAY,EQ,807779,411749,50.97
20,572,HATSUN,EQ,41371,33907,81.96
20,573,HAVELLS,EQ,1909395,752380,39.40
20,574,HBLPOWER,EQ,132809,69578,52.39
20,575,HBSL,EQ,11760,7217,61.37
20,576,HCC,EQ,22517910,3360139,14.92
20,577,HCG,EQ,14306,10573,73.91
20,578,HCL-INSYS,EQ,875004,211118,24.13
20,579,HCLTECH,EQ,2954059,1813041,61.37
20,580,HDFC,EQ,3850598,2953162,76.69
20,581,HDFC,W2,321200,299300,93.18
20,582,HDFCAMC,EQ,377188,137582,36.48
20,583,HDFCBANK,EQ,2656290,1854512,69.82
20,584,HDFCLIFE,EQ,512635,359405,70.11
20,585,HDFCMFGETF,EQ,1931,1514,78.40
20,586,HDFCNIFETF,EQ,476,467,98.11
20,587,HDFCSENETF,EQ,5,5,100.00
20,588,HDIL,EQ,61969894,8994686,14.51
20,589,HEG,EQ,269183,117846,43.78
20,590,HEIDELBERG,EQ,78690,27099,34.44
20,591,HEOF1100RG,MF,2050,2050,100.00
20,592,HERCULES,EQ,5239,2622,50.05
20,593,HERITGFOOD,EQ,16938,10041,59.28
20,594,HEROMOTOCO,EQ,274268,128102,46.71
20,595,HESTERBIO,EQ,3476,2701,77.70
20,596,HEXAWARE,EQ,854784,118841,13.90
20,597,HFCL,EQ,3345706,1552025,46.39
20,598,HGINFRA,EQ,35829,4724,13.18
20,599,HGS,EQ,4529,3510,77.50
20,600,HHOF1140RG,MF,1000,1000,100.00
20,601,HIGHGROUND,EQ,154232,105361,68.31
20,602,HIKAL,EQ,124059,81363,65.58
20,603,HIL,EQ,17982,9492,52.79
20,604,HILTON,EQ,2406,2306,95.84
20,605,HIMATSEIDE,EQ,244190,227652,93.23
20,606,HINDALCO,EQ,8129284,2094324,25.76
20,607,HINDCOMPOS,EQ,39527,29271,74.05
20,608,HINDCOPPER,EQ,813331,290562,35.72
20,609,HINDMOTORS,EQ,90500,57872,63.95
20,610,HINDNATGLS,EQ,2955,1965,66.50
20,611,HINDOILEXP,EQ,730624,208366,28.52
20,612,HINDPETRO,EQ,5096716,2015696,39.55
20,613,HINDUJAVEN,EQ,3239,2301,71.04
20,614,HINDUNILVR,EQ,638454,364700,57.12
20,615,HINDZINC,EQ,1886985,822717,43.60
20,616,HIRECT,EQ,5886,5446,92.52
20,617,HISARMETAL,EQ,8773,5937,67.67
20,618,HITECH,EQ,6567,5706,86.89
20,619,HITECHCORP,EQ,1904,1497,78.62
20,620,HITECHGEAR,EQ,2166,1568,72.39
20,621,HMVL,EQ,3227,2540,78.71
20,622,HNGSNGBEES,EQ,12,11,91.67
20,623,HONAUT,EQ,1352,785,58.06
20,624,HONDAPOWER,EQ,3567,2984,83.66
20,625,HOTELEELA,EQ,84464,55110,65.25
20,626,HOVS,EQ,9684,5613,57.96
20,627,HPL,EQ,25754,13764,53.44
20,628,HSCL,EQ,482872,292479,60.57
20,629,HSIL,EQ,62008,31305,50.49
20,630,HTMEDIA,EQ,69419,48834,70.35
20,631,HUBTOWN,EQ,145134,109563,75.49
20,632,HUDCO,EQ,473132,228778,48.35
20,633,HUDCO,N2,62,54,87.10
20,634,HUDCO,N3,3830,2934,76.61
20,635,HUDCO,N6,2,1,50.00
20,636,HUDCO,ND,37,37,100.00
20,637,HUDCO,NE,20,0,0.00
20,638,HUSYSLTD,SM,2000,2000,100.00
20,639,IBREALEST,EQ,6106075,1874807,30.70
20,640,IBULHSGFIN,EQ,1055369,485094,45.96
20,641,IBULHSGFIN,NA,1,1,100.00
20,642,IBULHSGFIN,NE,25,25,100.00
20,643,ICEMAKE,SM,34000,28000,82.35
20,644,ICICI500,EQ,415,206,49.64
20,645,ICICIB22,EQ,813957,610289,74.98
20,646,ICICIBANK,EQ,37463597,20431761,54.54
20,647,ICICIGI,EQ,200207,165276,82.55
20,648,ICICIGOLD,EQ,778,546,70.18
20,649,ICICILOVOL,EQ,277,236,85.20
20,650,ICICIMCAP,EQ,10661,10552,98.98
20,651,ICICINF100,EQ,434,372,85.71
20,652,ICICINIFTY,EQ,75035,37576,50.08
20,653,ICICINV20,EQ,2389,2309,96.65
20,654,ICICIPRULI,EQ,1165682,701847,60.21
20,655,ICICISENSX,EQ,27,27,100.00
20,656,ICIL,EQ,250501,130069,51.92
20,657,ICRA,EQ,774,478,61.76
20,658,IDBI,EQ,21844374,3188913,14.60
20,659,IDBIGOLD,EQ,38,12,31.58
