Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,16082018,493944695,0001764
Trade Date <16-AUG-2018>,Settlement Type <N>,Settlement No <2018157>,Settlement Date <21-AUG-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1611,TIL,EQ,15973,8387,52.51
20,1612,TIMESGTY,EQ,1203,833,69.24
20,1613,TIMETECHNO,EQ,101089,63343,62.66
20,1614,TIMKEN,EQ,11369,7824,68.82
20,1615,TINPLATE,EQ,460446,93594,20.33
20,1616,TIPSINDLTD,EQ,5485,2324,42.37
20,1617,TIRUMALCHM,EQ,1747826,454822,26.02
20,1618,TIRUPATIFL,SM,8000,4000,50.00
20,1619,TITAN,EQ,1196749,502990,42.03
20,1620,TMRVL,EQ,73069,48156,65.90
20,1621,TNPETRO,EQ,905107,395028,43.64
20,1622,TNPL,EQ,1643666,231910,14.11
20,1623,TOKYOPLAST,EQ,6856,4330,63.16
20,1624,TORNTPHARM,EQ,277674,162217,58.42
20,1625,TORNTPOWER,EQ,962242,334136,34.72
20,1626,TOTAL,SM,3000,3000,100.00
20,1627,TOUCHWOOD,SM,6000,6000,100.00
20,1628,TPLPLASTEH,EQ,3006,1700,56.55
20,1629,TRANSWIND,SM,20000,20000,100.00
20,1630,TREEHOUSE,EQ,24518,14183,57.85
20,1631,TRENT,EQ,68311,42301,61.92
20,1632,TRF,EQ,138339,105795,76.48
20,1633,TRIDENT,EQ,490793,186345,37.97
20,1634,TRIGYN,EQ,133684,47472,35.51
20,1635,TRIL,EQ,146884,96351,65.60
20,1636,TRITURBINE,EQ,32079,14963,46.64
20,1637,TRIVENI,EQ,189771,86377,45.52
20,1638,TTKHLTCARE,EQ,4626,2652,57.33
20,1639,TTKPRESTIG,EQ,2094,1165,55.64
20,1640,TTL,EQ,5655,4675,82.67
20,1641,TTML,EQ,622179,247278,39.74
20,1642,TV18BRDCST,EQ,2450692,553880,22.60
20,1643,TVSELECT,EQ,69845,27128,38.84
20,1644,TVSMOTOR,EQ,990486,430426,43.46
20,1645,TVSSRICHAK,EQ,3066,2157,70.35
20,1646,TVTODAY,EQ,49840,34267,68.75
20,1647,TVVISION,EQ,28447,28447,100.00
20,1648,TWL,EQ,382773,118496,30.96
20,1649,UBL,EQ,1590506,137376,8.64
20,1650,UCALFUEL,EQ,56104,29782,53.08
20,1651,UCOBANK,EQ,789377,117056,14.83
20,1652,UFLEX,EQ,247305,114568,46.33
20,1653,UFO,EQ,6392,4731,74.01
20,1654,UGARSUGAR,EQ,33390,19436,58.21
20,1655,UJAAS,EQ,390902,258806,66.21
20,1656,UJJIVAN,EQ,670944,227024,33.84
20,1657,ULTRACEMCO,EQ,430146,323975,75.32
20,1658,UMANGDAIRY,EQ,33229,25903,77.95
20,1659,UMESLTD,EQ,2233,2233,100.00
20,1660,UNICHEMLAB,EQ,40893,24006,58.70
20,1661,UNIENTER,EQ,1624,941,57.94
20,1662,UNIONBANK,EQ,7796281,1127990,14.47
20,1663,UNIPLY,EQ,132010,99045,75.03
20,1664,UNITECH,EQ,9567710,4368647,45.66
20,1665,UNITEDBNK,EQ,185558,102756,55.38
20,1666,UNITEDPOLY,SM,3000,3000,100.00
20,1667,UNITEDTEA,EQ,94,92,97.87
20,1668,UNITY,EQ,39123,34048,87.03
20,1669,UNIVCABLES,EQ,208488,119791,57.46
20,1670,UPL,EQ,1695284,307407,18.13
20,1671,URJA,EQ,648516,407918,62.90
20,1672,USHAMART,EQ,761499,347449,45.63
20,1673,USHERAGRO,EQ,17197,11126,64.70
20,1674,UTIFEFRGR4,MF,16198,16099,99.39
20,1675,UTINEXT50,EQ,484,364,75.21
20,1676,UTINIFTETF,EQ,37,32,86.49
20,1677,UTISENSETF,EQ,203,202,99.51
20,1678,UTTAMSTL,EQ,787105,419269,53.27
20,1679,UTTAMSUGAR,EQ,16249,9657,59.43
20,1680,V2RETAIL,EQ,23005,13983,60.78
20,1681,VADILALIND,EQ,6493,3746,57.69
20,1682,VAIBHAVGBL,EQ,3364,2660,79.07
20,1683,VAKRANGEE,EQ,29452216,8716252,29.59
20,1684,VARDHACRLC,EQ,12119,9569,78.96
20,1685,VARDMNPOLY,EQ,7243,6443,88.95
20,1686,VARROC,EQ,10254,6013,58.64
20,1687,VASA,SM,4000,4000,100.00
20,1688,VASCONEQ,EQ,260295,151886,58.35
20,1689,VASWANI,EQ,26596,20355,76.53
20,1690,VBL,EQ,71959,30835,42.85
20,1691,VEDL,EQ,14309862,3782589,26.43
20,1692,VEDL,P1,19460,19452,99.96
20,1693,VENKEYS,EQ,80031,15574,19.46
20,1694,VENUSREM,EQ,52912,18015,34.05
20,1695,VERTOZ,SM,30000,12000,40.00
20,1696,VESUVIUS,EQ,1179,703,59.63
20,1697,VETO,EQ,19941,9156,45.92
20,1698,VGUARD,EQ,1266218,310900,24.55
20,1699,VHL,EQ,609,470,77.18
20,1700,VICEROY,EQ,98157,52171,53.15
20,1701,VIDHIING,EQ,63690,33044,51.88
20,1702,VIJAYABANK,EQ,663252,322359,48.60
20,1703,VIJIFIN,EQ,33882,31083,91.74
20,1704,VIJSHAN,EQ,70665,55426,78.43
20,1705,VIKASECO,EQ,1744435,1321999,75.78
20,1706,VIMTALABS,EQ,26673,16830,63.10
20,1707,VINATIORGA,EQ,50033,13550,27.08
20,1708,VINDHYATEL,EQ,11771,8312,70.61
20,1709,VINYLINDIA,EQ,35676,22003,61.67
20,1710,VIPCLOTHNG,EQ,98135,67839,69.13
20,1711,VIPIND,EQ,491880,217153,44.15
20,1712,VIPULLTD,EQ,66491,20215,30.40
20,1713,VISAKAIND,EQ,47505,27644,58.19
20,1714,VISASTEEL,EQ,29365,12990,44.24
20,1715,VISESHINFO,EQ,5340563,4281954,80.18
20,1716,VISHNU,EQ,101757,49745,48.89
20,1717,VIVIDHA,EQ,286771,65044,22.68
20,1718,VIVIMEDLAB,EQ,759986,426073,56.06
20,1719,VLSFINANCE,EQ,88770,38354,43.21
20,1720,VMART,EQ,24453,16856,68.93
20,1721,VOLTAMP,EQ,16496,11195,67.86
20,1722,VOLTAS,EQ,1396753,709206,50.78
20,1723,VRLLOG,EQ,17890,9906,55.37
20,1724,VSCL,SM,6000,6000,100.00
20,1725,VSSL,EQ,15669,11453,73.09
20,1726,VSTIND,EQ,2210,1889,85.48
20,1727,VSTTILLERS,EQ,3300,2459,74.52
20,1728,VTL,EQ,7102,4694,66.09
20,1729,WABAG,EQ,160283,66819,41.69
20,1730,WABCOINDIA,EQ,799,559,69.96
20,1731,WALCHANNAG,EQ,177390,46268,26.08
20,1732,WB3RD,MF,1000,1000,100.00
20,1733,WEBELSOLAR,EQ,31255,31255,100.00
20,1734,WEIZFOREX,EQ,11508,6765,58.79
20,1735,WEIZMANIND,EQ,13990,12726,90.96
20,1736,WELCORP,EQ,546342,404101,73.96
20,1737,WELENT,EQ,187897,74649,39.73
20,1738,WELINV,EQ,214,207,96.73
20,1739,WELSPUNIND,EQ,501528,239371,47.73
20,1740,WENDT,EQ,181,100,55.25
20,1741,WHEELS,EQ,4388,2306,52.55
20,1742,WHIRLPOOL,EQ,25906,18412,71.07
20,1743,WILLAMAGOR,EQ,543,482,88.77
20,1744,WINDMACHIN,EQ,186804,38050,20.37
20,1745,WIPRO,EQ,2255730,1298909,57.58
20,1746,WOCKPHARMA,EQ,1593058,202816,12.73
20,1747,WONDERLA,EQ,27410,16232,59.22
20,1748,WSTCSTPAPR,EQ,344711,137062,39.76
20,1749,XCHANGING,EQ,10800,6823,63.18
20,1750,XPROINDIA,EQ,3733,2922,78.27
20,1751,YESBANK,EQ,11567658,3712427,32.09
20,1752,ZEEL,EQ,2685550,1111310,41.38
20,1753,ZEEL,P2,454841,454841,100.00
20,1754,ZEELEARN,EQ,179395,111832,62.34
20,1755,ZEEMEDIA,EQ,129956,67510,51.95
20,1756,ZENSARTECH,EQ,242018,37493,15.49
20,1757,ZENTEC,EQ,95202,54712,57.47
20,1758,ZICOM,EQ,20268,14926,73.64
20,1759,ZODIACLOTH,EQ,9441,5664,59.99
20,1760,ZODJRDMKJ,EQ,315,253,80.32
20,1761,ZOTA,SM,10000,3000,30.00
20,1762,ZUARI,EQ,27895,16776,60.14
20,1763,ZUARIGLOB,EQ,24183,15032,62.16
20,1764,ZYDUSWELL,EQ,8337,5999,71.96
