Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"DRREDDY","2,430.00","2,520.00","2,425.00","2,467.90","56.95","2.36","16.25","401.69","2,615.00","1,887.00","27.80","20.87"
"COLPAL","1,174.95","1,195.05","1,166.50","1,193.00","26.80","2.30","9.75","115.34","1,281.70","1,015.10","10.42","7.27"
"NTPC","161.20","165.00","160.10","164.50","3.65","2.27","64.20","105.01","188.00","149.50","-4.36","4.02"
"INFIBEAM","210.90","217.25","208.50","213.90","4.55","2.17","37.32","79.21","217.25","87.15","53.27","23.53"
"HCLTECH","1,010.00","1,028.10","1,010.00","1,026.00","21.40","2.13","27.69","282.24","1,108.00","824.85","17.38","2.10"
"EXIDEIND","294.20","303.45","292.95","302.00","6.25","2.11","23.50","70.26","303.45","192.40","49.99","11.87"
"LICHSGFIN","566.95","575.90","564.20","575.40","11.85","2.10","26.35","150.69","689.55","455.40","-11.26","10.36"
"LT","1,329.20","1,363.90","1,318.70","1,349.95","27.40","2.07","82.48","1,112.20","1,470.00","1,113.05","19.77","5.53"
"GLENMARK","636.00","656.45","629.20","649.00","13.10","2.06","19.41","125.29","656.45","493.50","8.93","15.03"
"STAR","479.55","491.15","473.70","477.40","9.55","2.04","56.15","270.36","1,041.10","333.30","-47.08","31.75"
"DLF","209.00","214.35","205.95","212.35","4.15","1.99","75.78","159.97","273.85","158.20","17.71","19.53"
"CUMMINSIND","755.10","784.90","746.15","767.00","14.85","1.97","12.65","96.69","984.00","613.20","-12.99","20.59"
"GAIL","380.80","385.90","378.75","385.10","7.00","1.85","31.89","121.77","399.40","279.01","2.91","7.33"
"ADANIPORTS","379.70","385.60","372.50","384.90","6.95","1.84","20.13","76.58","452.35","350.45","2.38","0.30"
"PETRONET","228.50","232.50","225.70","232.50","4.10","1.80","26.29","60.10","275.65","202.05","1.57","11.27"
"BHARATFORG","642.15","655.60","631.30","652.20","11.35","1.77","12.78","82.03","798.00","556.70","14.84","8.06"
"PIDILITIND","1,144.00","1,164.90","1,134.25","1,163.00","19.95","1.75","5.06","58.28","1,195.40","751.30","42.44","10.72"
"LUPIN","902.00","917.80","890.00","903.00","14.40","1.62","50.23","455.68","1,090.00","723.65","-2.21","12.86"
"RELIANCE","1,246.30","1,274.00","1,238.40","1,266.90","19.70","1.58","79.68","1,003.27","1,274.00","765.00","61.97","13.09"
"CONCOR","639.70","645.60","636.45","645.00","10.05","1.58","3.79","24.30","750.00","583.83","-47.22","-2.05"
"PAGEIND","34,350.00","34,916.00","34,301.40","34,640.00","530.60","1.56","0.42","144.75","35,080.00","16,800.00","103.58","21.49"
"WOCKPHARMA","647.75","662.00","644.40","653.15","8.75","1.36","20.85","136.64","1,012.00","530.65","21.39","17.53"
"KSCL","636.40","643.15","630.05","640.90","8.50","1.34","6.67","42.42","643.15","431.20","17.90","6.02"
"MARUTI","9,145.00","9,256.00","9,100.10","9,225.15","111.85","1.23","7.52","690.37","9,996.40","7,475.10","22.97","-4.91"
"HINDUNILVR","1,764.95","1,783.50","1,757.50","1,773.25","20.75","1.18","13.75","243.34","1,808.65","1,169.00","48.83","4.95"
"AJANTPHARM","1,243.90","1,255.00","1,223.75","1,244.20","14.50","1.18","6.68","83.07","1,595.00","895.85","7.79","19.26"
"HEXAWARE","493.20","500.90","491.45","496.75","5.70","1.16","9.49","47.11","557.70","259.00","86.99","-1.44"
"INFY","1,393.00","1,401.50","1,385.35","1,400.00","16.05","1.16","38.59","537.50","1,437.65","860.00","60.29","3.25"
"POWERGRID","187.55","191.00","187.55","189.70","2.15","1.15","53.11","100.71","224.95","174.10","-13.89","7.14"
"HAVELLS","699.70","708.80","692.05","707.50","7.80","1.11","10.31","72.57","708.80","450.00","49.12","15.97"
"EQUITAS","143.15","144.80","141.20","144.45","1.35","0.94","11.73","16.83","183.60","129.30","-7.28","6.21"
"OFSS","4,056.25","4,128.90","4,044.00","4,079.10","36.60","0.91","0.65","26.51","4,379.20","3,372.25","19.35","4.91"
"SHREECEM","17,900.00","18,032.45","17,696.80","17,961.35","157.60","0.89","0.24","42.90","19,848.90","14,980.00","4.86","6.49"
"GODREJIND","620.10","636.75","618.50","625.30","5.50","0.89","8.81","55.41","657.90","512.55","7.27","3.32"
"ONGC","171.00","172.50","168.90","171.70","1.50","0.88","66.35","113.36","212.85","151.80","9.26","9.68"
"CIPLA","653.45","665.00","652.70","655.75","5.50","0.85","28.92","191.02","665.00","507.20","16.73","3.41"
"TORNTPHARM","1,754.95","1,775.40","1,745.00","1,762.00","14.60","0.84","2.55","44.97","1,790.55","1,147.30","41.06","21.51"
"TCS","2,022.80","2,038.00","2,020.30","2,033.90","16.25","0.81","30.47","618.75","3,674.80","1,711.15","-19.57","1.41"
"RAMCOCEM","682.00","693.40","671.70","685.50","5.40","0.79","2.76","18.87","879.10","620.10","3.50","4.16"
"PVR","1,306.00","1,334.50","1,283.15","1,315.95","10.10","0.77","3.15","41.16","1,568.45","1,062.80","2.76","14.16"
"RPOWER","34.35","34.60","33.60","34.00","0.25","0.74","86.81","29.59","65.20","28.80","-13.38","9.15"
"MUTHOOTFIN","406.00","410.90","402.40","409.20","3.00","0.74","4.17","16.98","525.50","363.50","-10.00","3.53"
"TVSMOTOR","541.10","549.00","529.40","545.05","3.95","0.73","16.44","89.15","794.45","507.00","-5.10","0.55"
"CADILAHC","388.00","397.00","388.00","390.15","2.70","0.70","42.99","169.25","519.45","332.75","-17.56","8.54"
"CAPF","630.25","639.80","623.65","634.60","4.25","0.67","4.05","25.58","901.85","475.00","-10.30","24.86"
"BAJFINANCE","2,889.00","2,909.00","2,871.30","2,891.05","19.25","0.67","16.76","485.03","2,909.00","1,511.20","71.01","4.91"
"HINDZINC","284.65","287.85","282.20","286.20","1.80","0.63","7.30","20.83","340.20","260.65","-1.62","6.91"
"KPIT","294.10","297.90","292.30","295.60","1.85","0.63","18.92","55.99","309.95","109.10","166.55","2.76"
"UPL","650.20","658.00","639.10","650.00","3.80","0.59","27.12","176.13","856.25","537.25","-19.83","2.83"
"DALMIABHA","2,730.05","2,747.00","2,695.50","2,742.80","16.20","0.59","1.23","33.63","3,350.00","2,178.70","6.19","14.46"
"BRITANNIA","6,918.00","6,934.35","6,831.70","6,898.00","40.55","0.59","1.63","111.94","6,934.35","4,142.20","63.08","7.18"
"NHPC","25.70","26.00","25.40","25.90","0.15","0.58","30.03","7.71","34.50","22.35","-13.23","11.40"
"AMARAJABAT","865.00","886.20","848.25","869.40","5.05","0.58","10.51","91.24","908.45","664.55","14.43","10.04"
"RCOM","18.85","19.55","18.70","18.90","0.10","0.53","939.26","179.21","40.15","9.60","-19.23","43.18"
"SIEMENS","1,037.00","1,047.00","1,025.45","1,035.00","5.45","0.53","3.19","33.13","1,453.50","931.00","-19.18","6.72"
"BHARTIARTL","372.30","376.75","368.10","370.00","1.75","0.48","42.78","158.57","564.80","331.00","-11.73","3.08"
"CHENNPETRO","304.20","307.00","300.20","307.00","1.45","0.47","3.12","9.47","480.50","262.45","-23.63","9.56"
"UNIONBANK","88.55","90.00","85.80","88.75","0.40","0.45","77.87","68.48","196.05","73.90","-32.25","12.41"
"IDFCBANK","47.15","48.15","46.60","47.30","0.20","0.42","70.53","33.30","70.40","35.80","-13.45","25.46"
"SUNPHARMA","639.90","645.50","634.30","637.95","2.55","0.40","89.43","572.94","645.50","435.00","38.52","13.56"
"EICHERMOT","28,607.15","28,824.95","28,360.00","28,723.00","111.85","0.39","0.37","105.52","33,480.00","26,208.05","-9.20","6.29"
"ARVIND","407.00","412.50","405.85","408.55","1.35","0.33","18.79","76.94","478.50","357.30","11.87","1.33"
"OIL","208.00","208.95","205.30","207.10","0.65","0.31","6.08","12.63","259.30","180.33","-24.06","0.78"
"MINDTREE","1,037.95","1,048.80","1,030.20","1,041.00","3.20","0.31","8.20","85.10","1,101.20","439.05","125.62","8.47"
"TATAELXSI","1,452.00","1,462.00","1,436.70","1,445.55","3.90","0.27","7.01","101.69","1,490.90","792.30","76.07","4.72"
"M&M","960.00","970.00","954.30","960.00","2.20","0.23","19.79","190.37","982.25","612.00","-30.37","5.45"
"VGUARD","214.95","219.70","212.00","215.35","0.40","0.19","17.65","38.20","254.90","177.00","21.29","5.72"
"IDEA","53.25","53.65","52.45","53.00","0.10","0.19","119.92","63.53","118.90","48.30","-40.62","0.86"
"JUSTDIAL","569.40","575.50","562.50","568.90","1.05","0.18","12.68","72.02","647.00","350.30","57.20","2.20"
"DCBBANK","174.00","176.30","172.55","174.00","0.30","0.17","12.19","21.25","206.50","155.05","-2.66","9.02"
"TATACHEM","712.00","714.55","702.00","709.05","0.80","0.11","4.21","29.82","787.50","568.10","20.90","5.88"
"WIPRO","290.00","293.10","288.40","289.00","0.05","0.02","27.29","79.36","334.00","253.50","0.45","4.54"
"ACC","1,640.20","1,647.95","1,603.00","1,639.90","0.10","0.01","7.55","123.00","1,869.95","1,255.65","-8.52","25.11"
"ORIENTBANK","81.50","82.30","79.00","81.35","0.00","0.00","26.18","21.15","159.90","65.60","-32.21","11.74"
"MRF","74,500.00","74,800.00","74,100.00","74,502.00","3.05","0.00","0.05","35.99","81,425.95","61,000.00","17.47","-4.22"
"BIOCON","615.00","619.95","608.60","612.25","-0.05","-0.01","15.67","96.26","696.60","325.15","87.03","7.70"
"BERGEPAINT","334.00","334.95","329.75","333.10","-0.30","-0.09","6.12","20.36","341.10","230.55","39.46","5.85"
"TATACOMM","548.90","556.85","543.35","549.25","-0.60","-0.11","1.36","7.47","754.00","534.50","-12.96","-3.02"
"ULTRACEMCO","4,375.00","4,383.90","4,304.00","4,344.00","-6.20","-0.14","1.89","82.15","4,599.90","3,563.00","8.39","8.34"
"ANDHRABANK","33.00","33.15","32.40","32.90","-0.05","-0.15","25.41","8.33","73.45","29.25","-33.94","5.11"
"YESBANK","395.25","395.50","383.35","390.70","-0.65","-0.17","92.62","360.06","404.00","285.00","13.79","1.06"
"RBLBANK","597.90","598.50","590.50","595.00","-1.60","-0.27","11.35","67.49","603.85","443.30","17.40","4.42"
"BOSCHLTD","18,770.85","18,977.50","18,710.00","18,840.00","-50.85","-0.27","0.11","20.28","23,211.90","16,975.00","-14.24","4.70"
"CEATLTD","1,415.25","1,424.35","1,384.30","1,409.75","-4.00","-0.28","6.64","92.94","2,019.00","1,227.15","-15.87","6.46"
"AXISBANK","644.65","644.65","628.55","634.00","-1.75","-0.28","127.00","807.44","644.65","447.50","28.13","17.33"
"ITC","314.00","316.40","307.35","311.85","-1.05","-0.34","113.10","352.91","317.00","250.00","10.74","9.75"
"TORNTPOWER","249.95","253.75","245.05","248.80","-0.85","-0.34","19.80","49.49","307.35","207.40","17.58","10.33"
"SUNTV","802.00","808.45","791.85","796.00","-3.10","-0.39","17.05","136.54","1,097.80","691.50","10.67","1.87"
"NMDC","103.80","104.55","103.10","103.30","-0.40","-0.39","13.38","13.87","162.70","93.50","-14.80","8.39"
"TITAN","925.00","926.40","907.10","912.50","-3.80","-0.41","15.71","143.44","999.70","563.65","48.25","6.26"
"BAJAJFINSV","7,170.00","7,185.00","7,075.10","7,086.10","-30.50","-0.43","1.37","98.04","7,200.00","4,500.00","35.83","2.35"
"FEDERALBNK","82.50","82.70","81.00","81.50","-0.35","-0.43","174.96","142.90","127.65","73.50","-23.11","-7.23"
"HDFC","1,954.95","1,954.95","1,900.50","1,905.00","-8.35","-0.44","29.01","558.59","2,052.95","1,638.00","9.60","-3.14"
"JISLJALEQS","78.00","78.40","76.85","77.20","-0.35","-0.45","44.06","34.13","150.40","71.70","-19.50","4.47"
"SRF","1,967.50","1,978.45","1,940.05","1,954.05","-9.30","-0.47","3.04","59.62","2,446.60","1,432.80","31.98","24.65"
"TATAPOWER","73.40","73.40","71.15","71.90","-0.35","-0.48","38.75","27.95","101.80","66.55","-10.35","5.66"
"CASTROLIND","161.40","161.40","158.35","159.50","-0.80","-0.50","11.53","18.48","214.48","152.70","-58.72","-4.38"
"SYNDIBANK","40.20","40.20","39.20","39.70","-0.20","-0.50","27.45","10.90","95.90","37.30","-36.98","0.51"
"SOUTHBANK","17.85","17.90","17.40","17.60","-0.10","-0.56","134.19","23.54","34.75","17.40","-34.69","-4.86"
"SRTRANSFIN","1,313.40","1,342.65","1,309.00","1,319.00","-7.55","-0.57","6.25","82.67","1,668.75","951.00","37.46","8.71"
"ASIANPAINT","1,410.00","1,412.00","1,390.70","1,395.00","-8.30","-0.59","8.60","120.40","1,490.60","1,090.10","22.97","-2.67"
"REPCOHOME","588.90","593.00","580.10","585.00","-3.50","-0.59","1.10","6.47","734.00","510.00","-9.06","-2.44"
"VOLTAS","612.10","616.00","601.00","608.90","-3.70","-0.60","8.83","53.67","675.30","493.05","14.33","6.13"
"SUZLON","7.25","7.30","7.15","7.20","-0.05","-0.69","86.22","6.20","17.50","6.85","-55.42","-3.36"
"CESC","996.00","1,012.00","981.20","1,000.00","-7.25","-0.72","11.46","114.49","1,190.00","861.35","6.26","13.12"
"TV18BRDCST","48.60","49.20","47.65","48.30","-0.35","-0.72","29.29","14.17","70.80","35.30","34.54","5.46"
"BALKRISIND","1,345.00","1,357.10","1,297.40","1,335.00","-9.75","-0.73","10.30","136.30","1,437.95","718.50","-9.25","11.08"
"BANKBARODA","151.40","151.75","148.50","149.80","-1.10","-0.73","98.46","147.55","206.65","109.50","5.42","18.61"
"BEML","831.00","837.10","813.05","823.50","-6.10","-0.74","7.23","59.52","1,947.00","737.30","-55.07","8.98"
"JSWSTEEL","342.90","343.30","336.75","339.35","-2.55","-0.75","33.17","112.50","351.00","228.25","45.21","10.66"
"HDFCBANK","2,105.00","2,107.00","2,076.85","2,079.90","-16.15","-0.77","31.44","656.83","2,220.00","1,736.80","19.32","-3.55"
"COALINDIA","291.70","293.75","287.15","289.00","-2.40","-0.82","25.20","72.94","316.95","235.85","21.20","10.43"
"ENGINERSIN","126.00","126.40","123.30","124.60","-1.05","-0.84","7.97","9.94","206.40","117.80","-16.15","1.51"
"ICICIBANK","336.55","338.70","334.75","336.00","-2.85","-0.84","188.68","635.62","365.70","255.00","14.48","21.94"
"INDUSINDBK","1,975.90","1,975.90","1,952.05","1,958.90","-17.05","-0.86","10.12","198.33","2,038.00","1,572.40","21.21","0.97"
"BHARATFIN","1,205.00","1,209.45","1,195.30","1,198.90","-10.55","-0.87","3.68","44.23","1,234.80","845.00","38.19","1.01"
"IBULHSGFIN","1,272.00","1,289.90","1,263.20","1,272.00","-11.20","-0.87","8.66","110.53","1,440.00","1,081.00","6.11","6.25"
"HEROMOTOCO","3,331.00","3,334.95","3,265.00","3,285.00","-31.75","-0.96","1.83","60.00","4,091.95","3,033.75","-17.30","3.78"
"MFSL","484.30","493.50","473.25","478.00","-4.90","-1.01","4.46","21.65","652.90","403.25","-19.92","5.36"
"L&TFH","186.50","187.80","183.00","184.45","-1.90","-1.02","42.79","79.12","213.85","140.55","7.30","7.93"
"CHOLAFIN","1,486.90","1,486.90","1,457.50","1,462.50","-15.55","-1.05","3.23","47.50","1,760.05","1,051.95","27.11","-4.96"
"CANBK","284.00","285.00","276.20","281.35","-3.00","-1.06","62.19","174.62","463.70","216.55","-13.89","13.93"
"KOTAKBANK","1,264.00","1,264.00","1,238.00","1,249.90","-13.50","-1.07","31.52","391.98","1,417.00","962.00","28.92","-6.52"
"DHFL","668.00","668.00","651.15","658.50","-7.35","-1.10","24.24","159.38","684.90","446.25","46.74","7.92"
"PTC","86.35","86.35","84.05","84.85","-0.95","-1.11","13.83","11.78","130.45","67.80","-23.56","21.74"
"RECLTD","113.40","113.65","109.70","111.60","-1.25","-1.11","36.30","40.35","184.00","89.00","-30.81","22.23"
"JUBLFOOD","1,520.05","1,526.85","1,495.90","1,502.00","-17.20","-1.13","6.82","102.87","1,539.50","652.53","8.56","3.56"
"PEL","2,871.80","2,902.10","2,802.50","2,812.20","-32.60","-1.15","2.88","81.86","3,018.70","2,275.00","7.46","10.21"
"AMBUJACEM","240.00","241.95","235.10","236.55","-2.80","-1.17","28.37","67.54","291.50","189.00","-13.79","19.47"
"DISHTV","72.90","73.00","71.10","71.75","-0.85","-1.17","52.22","37.62","86.90","63.70","-5.90","1.27"
"RELCAPITAL","453.80","458.30","440.40","445.10","-5.25","-1.17","39.22","176.22","879.90","334.30","-42.60","22.21"
"CGPOWER","61.05","61.80","60.00","60.30","-0.75","-1.23","19.24","11.67","99.15","46.75","-25.83","-0.90"
"APOLLOTYRE","263.00","263.00","255.70","259.35","-3.25","-1.24","35.66","92.17","307.25","228.15","-3.55","-6.00"
"CENTURYTEX","942.10","944.10","913.75","923.30","-11.80","-1.26","5.99","55.50","1,471.20","842.55","-24.54","4.59"
"GMRINFRA","19.70","20.10","19.30","19.50","-0.25","-1.27","153.60","30.06","25.05","14.55","11.43","6.56"
"NIITTECH","1,385.00","1,393.95","1,351.00","1,358.40","-17.60","-1.28","13.17","180.21","1,393.95","476.40","180.92","20.45"
"ESCORTS","900.80","902.25","879.40","886.10","-11.45","-1.28","7.59","67.29","1,017.70","591.05","47.40","3.44"
"NATIONALUM","72.00","72.00","69.55","70.55","-0.95","-1.33","62.42","43.95","97.60","56.55","1.51","20.50"
"ALBK","40.80","40.95","39.90","40.25","-0.55","-1.35","33.34","13.46","89.00","37.30","-37.31","-3.01"
"INFRATEL","288.00","290.70","282.55","283.35","-4.15","-1.44","18.76","53.49","482.80","274.55","-26.71","-1.17"
"SBIN","306.95","306.95","298.30","302.45","-4.55","-1.48","227.21","686.74","351.30","232.35","10.12","13.55"
"UJJIVAN","360.60","361.30","354.25","355.30","-5.40","-1.50","3.77","13.45","434.75","302.05","15.39","-7.50"
"BAJAJ-AUTO","2,740.00","2,740.00","2,675.20","2,686.00","-42.50","-1.56","4.43","119.40","3,468.35","2,605.00","-2.91","0.07"
"ICICIPRULI","390.00","390.70","375.75","378.75","-6.15","-1.60","13.84","52.51","462.20","347.25","-9.85","1.05"
"HCC","15.50","15.50","14.75","15.15","-0.25","-1.62","252.41","38.21","44.95","9.45","-54.91","44.98"
"TATASTEEL","584.90","584.90","570.15","572.55","-9.60","-1.65","66.77","383.94","748.11","493.00","-7.88","10.77"
"VEDL","218.50","218.50","212.05","215.20","-3.65","-1.67","98.96","212.22","355.70","200.65","-26.75","1.70"
"IRB","191.00","192.60","186.65","187.80","-3.20","-1.68","17.31","32.74","286.20","183.75","-9.03","-0.53"
"ZEEL","516.00","516.65","504.65","505.90","-9.25","-1.80","14.68","74.70","619.00","477.00","-0.67","-1.68"
"INDIACEM","121.30","121.80","117.70","119.15","-2.20","-1.81","42.27","50.25","205.95","97.10","-32.93","11.36"
"ADANIENT","214.50","215.25","204.10","209.40","-3.90","-1.83","143.97","302.22","223.50","100.85","94.79","22.31"
"IGL","284.50","285.30","275.05","279.95","-5.35","-1.88","26.90","74.91","344.90","240.95","11.42","-0.46"
"INDIANB","341.90","342.50","332.60","334.85","-6.40","-1.88","10.88","36.45","427.40","253.05","12.78","4.69"
"JPASSOCIAT","12.95","13.05","12.80","12.80","-0.25","-1.92","310.12","40.07","27.30","12.30","-41.42","-15.51"
"MCX","866.00","866.00","831.00","836.00","-16.55","-1.94","5.45","45.97","1,159.85","665.10","-16.20","8.77"
"INDIGO","1,075.35","1,076.00","1,050.00","1,054.00","-21.35","-1.99","5.05","53.46","1,520.00","890.55","-17.06","-0.09"
"IDFC","52.80","53.00","51.30","51.75","-1.05","-1.99","25.70","13.36","68.00","42.90","-4.70","17.75"
"IFCI","17.15","17.30","16.70","16.80","-0.35","-2.04","56.15","9.51","34.60","14.45","-26.64","8.04"
"M&MFIN","483.00","483.80","471.40","473.20","-9.90","-2.05","13.17","62.55","534.00","386.10","17.14","1.39"
"GODFRYPHLP","864.00","873.90","834.95","846.00","-17.80","-2.06","1.66","14.13","1,109.15","670.95","-20.89","12.03"
"NCC","100.00","100.10","96.90","97.60","-2.05","-2.06","46.31","45.46","141.40","77.55","14.76","16.05"
"TATAGLOBAL","240.30","240.60","233.10","235.50","-5.05","-2.10","15.54","36.62","328.75","188.85","20.06","-3.21"
"BEL","118.60","118.80","116.00","116.10","-2.50","-2.11","44.08","51.45","193.40","96.70","-28.69","12.94"
"GSFC","116.05","116.30","112.80","113.40","-2.50","-2.16","11.75","13.40","166.40","100.05","-15.47","8.26"
"GRASIM","1,068.05","1,068.05","1,040.00","1,042.00","-23.40","-2.20","9.32","97.65","1,300.00","914.20","-6.25","13.09"
"SAIL","77.55","77.65","75.15","75.70","-1.70","-2.20","70.41","53.42","101.45","52.85","27.33","4.27"
"IDBI","63.95","63.95","61.70","62.00","-1.40","-2.21","86.30","53.91","91.50","47.00","14.60","7.64"
"BANKINDIA","96.00","96.35","92.00","93.80","-2.15","-2.24","89.09","83.32","216.80","76.50","-32.76","8.63"
"BHEL","75.30","75.90","73.30","73.80","-1.70","-2.25","42.21","31.32","107.95","64.45","-11.16","6.19"
"ADANIPOWER","33.20","33.30","31.50","31.90","-0.75","-2.30","280.47","90.28","47.80","15.15","14.34","27.86"
"BALRAMCHIN","71.90","72.30","70.20","70.20","-1.65","-2.30","20.44","14.54","182.50","58.70","-57.60","10.99"
"HINDALCO","226.50","226.95","219.10","221.15","-5.25","-2.32","61.83","136.97","284.00","192.35","-1.67","12.75"
"MANAPPURAM","102.95","102.95","99.90","100.00","-2.40","-2.34","24.83","25.04","130.45","83.50","5.71","-1.72"
"HINDPETRO","265.70","266.00","258.30","260.10","-6.75","-2.53","50.51","131.68","492.80","250.60","-40.04","-6.74"
"PFC","82.30","82.55","79.50","80.00","-2.10","-2.56","66.65","53.58","149.65","67.50","-32.49","13.15"
"IOC","157.50","157.60","151.80","153.65","-4.05","-2.57","114.73","176.27","231.48","150.00","-62.81","-5.45"
"JINDALSTEL","205.10","206.80","198.75","200.20","-5.55","-2.70","56.89","114.78","294.30","128.10","52.01","6.80"
"KTKBANK","124.30","124.30","120.35","121.05","-3.40","-2.73","26.12","31.80","171.60","105.10","-14.63","9.55"
"BPCL","369.30","369.65","357.00","358.50","-10.25","-2.78","70.90","254.94","551.55","357.00","-27.98","-8.01"
"RELINFRA","420.50","425.70","406.35","408.05","-11.90","-2.83","23.68","98.03","589.90","364.65","-12.94","2.91"
"TATAMTRDVR","145.40","145.50","140.00","140.55","-4.15","-2.87","26.82","37.81","261.90","133.50","-36.93","-0.85"
"CANFINHOME","340.70","341.95","328.65","329.50","-10.10","-2.97","6.36","21.17","589.89","308.40","-41.02","-0.42"
"MOTHERSUMI","309.30","310.00","299.60","301.80","-9.95","-3.19","38.67","116.95","395.60","274.25","-5.81","2.90"
"APOLLOHOSP","1,191.60","1,199.10","1,141.45","1,143.10","-38.75","-3.28","10.36","120.55","1,263.40","910.10","8.73","19.85"
"NBCC","73.95","74.00","70.85","71.45","-2.80","-3.77","54.38","39.14","291.30","60.60","-65.27","10.01"
"SREINFRA","47.95","48.60","45.85","46.40","-1.90","-3.93","22.55","10.53","129.80","45.85","-61.12","-8.57"
"JETAIRWAYS","292.50","292.50","280.10","280.50","-12.00","-4.10","42.18","120.28","883.45","258.00","-49.90","-11.02"
"PCJEWELLER","96.20","96.90","91.50","92.15","-3.95","-4.11","114.07","106.43","600.65","65.30","-76.00","-1.65"
"TATAMOTORS","269.20","269.20","256.00","256.55","-12.25","-4.56","186.68","485.64","468.00","243.10","-31.47","-0.85"
"MGL","863.40","866.50","832.00","840.25","-61.95","-6.87","296.37","2,518.03","1,377.50","772.15","-18.48","-0.53"

