Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17082018,461001615,0001719
Trade Date <17-AUG-2018>,Settlement Type <N>,Settlement No <2018158>,Settlement Date <21-AUG-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,545,GRINDWELL,EQ,1767,908,51.39
20,546,GRPLTD,EQ,294,254,86.39
20,547,GRUH,EQ,545999,411110,75.30
20,548,GSCLCEMENT,EQ,74844,32308,43.17
20,549,GSFC,EQ,1147706,330557,28.80
20,550,GSKCONS,EQ,4594,3018,65.69
20,551,GSPL,EQ,255862,213551,83.46
20,552,GSS,EQ,191541,112093,58.52
20,553,GTL,EQ,56182,38798,69.06
20,554,GTNIND,EQ,22672,18379,81.06
20,555,GTNTEX,EQ,926,926,100.00
20,556,GTPL,EQ,24496,22313,91.09
20,557,GUFICBIO,EQ,62064,51059,82.27
20,558,GUJALKALI,EQ,46794,17200,36.76
20,559,GUJAPOLLO,EQ,2830,2291,80.95
20,560,GUJFLUORO,EQ,301628,98315,32.59
20,561,GUJGASLTD,EQ,7988,3997,50.04
20,562,GULFOILLUB,EQ,12113,9441,77.94
20,563,GULFPETRO,EQ,44924,27964,62.25
20,564,GULPOLY,EQ,11829,5876,49.67
20,565,GVKPIL,EQ,4069909,2893448,71.09
20,566,HAL,EQ,12414,6943,55.93
20,567,HARITASEAT,EQ,9387,4420,47.09
20,568,HARRMALAYA,EQ,15731,7580,48.19
20,569,HATHWAY,EQ,825483,383455,46.45
20,570,HATSUN,BL,1000000,1000000,100.00
20,571,HATSUN,EQ,13868,9704,69.97
20,572,HAVELLS,EQ,890011,316183,35.53
20,573,HBLPOWER,EQ,144539,67255,46.53
20,574,HCC,EQ,11960874,2816531,23.55
20,575,HCG,EQ,18981,13585,71.57
20,576,HCL-INSYS,EQ,759369,224870,29.61
20,577,HCLTECH,EQ,1480205,1021214,68.99
20,578,HDFC,EQ,2387431,1733052,72.59
20,579,HDFC,W2,124100,124100,100.00
20,580,HDFCAMC,EQ,320048,120551,37.67
20,581,HDFCBANK,EQ,1516332,1093789,72.13
20,582,HDFCLIFE,EQ,1013707,722182,71.24
20,583,HDFCMFGETF,EQ,429,252,58.74
20,584,HDFCNIFETF,EQ,1338,286,21.38
20,585,HDFCSENETF,EQ,9,9,100.00
20,586,HDIL,EQ,54396608,7352715,13.52
20,587,HEG,EQ,111926,37986,33.94
20,588,HEIDELBERG,EQ,241004,108894,45.18
20,589,HEOF1100RG,MF,4000,4000,100.00
20,590,HERCULES,EQ,14394,8573,59.56
20,591,HERITGFOOD,EQ,288113,232662,80.75
20,592,HEROMOTOCO,EQ,284947,148987,52.29
20,593,HESTERBIO,EQ,2351,1789,76.10
20,594,HEXAWARE,EQ,1035014,110032,10.63
20,595,HFCL,EQ,12312999,3323791,26.99
20,596,HGINFRA,EQ,57079,33753,59.13
20,597,HGS,EQ,13528,8691,64.24
20,598,HHOF1140RG,MF,610,610,100.00
20,599,HIGHGROUND,EQ,62806,53371,84.98
20,600,HIKAL,EQ,209463,151324,72.24
20,601,HIL,EQ,12061,7329,60.77
20,602,HIMATSEIDE,EQ,69628,28341,40.70
20,603,HINDALCO,EQ,5232908,1119065,21.39
20,604,HINDCOMPOS,EQ,2418,1131,46.77
20,605,HINDCOPPER,EQ,680887,228797,33.60
20,606,HINDMOTORS,EQ,159012,96466,60.67
20,607,HINDNATGLS,EQ,3555,2363,66.47
20,608,HINDOILEXP,EQ,506178,124569,24.61
20,609,HINDPETRO,EQ,2801082,989671,35.33
20,610,HINDUJAVEN,EQ,2442,1959,80.22
20,611,HINDUNILVR,EQ,1420289,729385,51.35
20,612,HINDZINC,EQ,361292,93166,25.79
20,613,HIRECT,EQ,2177,2026,93.06
20,614,HISARMETAL,EQ,5255,3448,65.61
20,615,HITECH,EQ,49846,47652,95.60
20,616,HITECHCORP,EQ,2715,2300,84.71
20,617,HITECHGEAR,EQ,2798,1800,64.33
20,618,HMVL,EQ,8278,4772,57.65
20,619,HNGSNGBEES,EQ,25,18,72.00
20,620,HONAUT,EQ,1335,898,67.27
20,621,HONDAPOWER,EQ,2007,1327,66.12
20,622,HOTELEELA,EQ,543005,245564,45.22
20,623,HOVS,EQ,216693,51502,23.77
20,624,HPL,EQ,81864,56906,69.51
20,625,HSCL,EQ,397260,228345,57.48
20,626,HSIL,EQ,39451,23501,59.57
20,627,HTMEDIA,EQ,116972,71471,61.10
20,628,HUBTOWN,EQ,93690,67276,71.81
20,629,HUDCO,EQ,869203,252930,29.10
20,630,HUDCO,N2,35,35,100.00
20,631,HUDCO,N9,877,729,83.12
20,632,HUDCO,ND,20,20,100.00
20,633,HUDCO,NE,30,10,33.33
20,634,IBREALEST,EQ,4825316,2134512,44.24
20,635,IBULHSGFIN,EQ,1324895,422477,31.89
20,636,IBULHSGFIN,N3,60,60,100.00
20,637,IBULHSGFIN,N6,100,100,100.00
20,638,IBULHSGFIN,NA,1,1,100.00
20,639,ICEMAKE,SM,2000,2000,100.00
20,640,ICICI500,EQ,73,59,80.82
20,641,ICICIB22,EQ,938191,871261,92.87
20,642,ICICIBANK,EQ,24090696,12944923,53.73
20,643,ICICIGI,EQ,528688,427930,80.94
20,644,ICICIGOLD,EQ,1560,1317,84.42
20,645,ICICILOVOL,EQ,587,236,40.20
20,646,ICICIMCAP,EQ,3970,3181,80.13
20,647,ICICINF100,EQ,263,188,71.48
20,648,ICICINIFTY,EQ,24188,17451,72.15
20,649,ICICINV20,EQ,1253,1102,87.95
20,650,ICICIPRULI,EQ,957221,481237,50.27
20,651,ICICISENSX,EQ,93,93,100.00
20,652,ICIL,EQ,139049,47841,34.41
20,653,ICRA,EQ,3955,3445,87.10
20,654,IDBI,EQ,9784028,1460542,14.93
20,655,IDBIGOLD,EQ,306,253,82.68
20,656,IDEA,EQ,7917892,1920238,24.25
20,657,IDFC,EQ,6004050,1555626,25.91
20,658,IDFCBANK,EQ,13641543,5752362,42.17
20,659,IDFCBANK,N1,9,9,100.00
20,660,IDFCBANK,N2,15,15,100.00
20,661,IDFCBANK,N6,15,11,73.33
20,662,IDFCBANK,N8,6,4,66.67
20,663,IDFCBANK,N9,2,2,100.00
20,664,IDFCBANK,NA,31,23,74.19
20,665,IDFCBANK,NB,7,7,100.00
20,666,IDFCBANK,NC,26,22,84.62
20,667,IDFCBANK,NE,12,8,66.67
20,668,IDFNIFTYET,EQ,130,130,100.00
20,669,IEX,EQ,9212,7421,80.56
20,670,IFBAGRO,EQ,4053,2613,64.47
20,671,IFBIND,EQ,18984,11055,58.23
20,672,IFCI,EQ,9361833,1978382,21.13
20,673,IFCI,NH,458,458,100.00
20,674,IFCI,NK,25,25,100.00
20,675,IFCI,NM,10,10,100.00
20,676,IFGLEXPOR,EQ,3996,2938,73.52
20,677,IGARASHI,EQ,4131,2277,55.12
20,678,IGL,EQ,1988022,763610,38.41
20,679,IGPL,EQ,31476,19616,62.32
20,680,IIFCL,N4,49,29,59.18
20,681,IIFL,EQ,62018,42064,67.83
20,682,IIFLFIN,N5,573,523,91.27
20,683,IIFLFIN,N6,101,100,99.01
20,684,IIFLFIN,N7,140,140,100.00
20,685,IIHFL,N1,1170,1170,100.00
20,686,IIHFL,N2,150,94,62.67
20,687,IIHFL,N3,8,8,100.00
20,688,IITL,EQ,552,400,72.46
20,689,IL&FSENGG,EQ,169947,94831,55.80
20,690,IL&FSTRANS,EQ,1121476,197453,17.61
20,691,IMFA,EQ,28093,13037,46.41
20,692,IMPAL,EQ,1216,822,67.60
20,693,INDBANK,EQ,4052,2711,66.91
20,694,INDHOTEL,EQ,9988903,8973989,89.84
20,695,INDIACEM,EQ,6677276,893157,13.38
20,696,INDIAGLYCO,EQ,43530,19273,44.28
20,697,INDIANB,EQ,1491817,285633,19.15
20,698,INDIANCARD,EQ,2730,2108,77.22
20,699,INDIANHUME,EQ,4458,3410,76.49
20,700,INDIGO,EQ,512224,251399,49.08
20,701,INDIGRID,IV,209223,209223,100.00
20,702,INDLMETER,EQ,6100,5001,81.98
20,703,INDNIPPON,EQ,7916,5968,75.39
20,704,INDOCO,EQ,15438,9519,61.66
20,705,INDORAMA,EQ,51812,31946,61.66
20,706,INDOSTAR,EQ,29781,16095,54.04
20,707,INDOTECH,EQ,7407,4782,64.56
20,708,INDOTHAI,EQ,6203,4381,70.63
20,709,INDOWIND,EQ,24805,18368,74.05
20,710,INDRAMEDCO,EQ,81773,46278,56.59
20,711,INDSWFTLAB,EQ,38576,28879,74.86
20,712,INDSWFTLTD,EQ,10716,9719,90.70
20,713,INDTERRAIN,EQ,56817,54008,95.06
20,714,INDUSINDBK,EQ,462694,285825,61.77
20,715,INEOSSTYRO,EQ,2398,1936,80.73
20,716,INFIBEAM,EQ,5146947,562339,10.93
20,717,INFINITE,EQ,9291,7950,85.57
20,718,INFRABEES,EQ,146,89,60.96
20,719,INFRATEL,EQ,2626989,1849121,70.39
20,720,INFY,EQ,3195204,2222525,69.56
20,721,INGERRAND,EQ,20631,13890,67.33
20,722,INNOVATIVE,SM,36000,27000,75.00
20,723,INOXLEISUR,EQ,85741,24560,28.64
20,724,INOXWIND,EQ,97539,44604,45.73
20,725,INSECTICID,EQ,35536,20572,57.89
20,726,INTELLECT,EQ,939756,259869,27.65
20,727,INVENTURE,EQ,20376,8056,39.54
20,728,IOB,EQ,561085,231814,41.32
20,729,IOC,EQ,3422494,1450382,42.38
20,730,IOLCP,EQ,176266,117671,66.76
20,731,IPAPPM,EQ,415023,125230,30.17
20,732,IPCALAB,EQ,106215,54291,51.11
20,733,IRB,EQ,2052692,598324,29.15
20,734,IRBINVIT,IV,45000,45000,100.00
20,735,IREDA,N7,5,5,100.00
20,736,IRFC,N1,1225,1225,100.00
20,737,IRFC,N2,311,200,64.31
20,738,IRFC,N9,120,120,100.00
20,739,IRFC,NB,20,20,100.00
20,740,IRFC,NJ,2424,1582,65.26
20,741,ISEC,EQ,875544,804615,91.90
20,742,ISFT,EQ,771285,171070,22.18
20,743,ISMTLTD,EQ,14431,12120,83.99
20,744,ITC,EQ,25413745,15949025,62.76
20,745,ITDC,EQ,29283,11649,39.78
20,746,ITDCEM,EQ,61941,45970,74.22
20,747,ITI,EQ,289186,72866,25.20
20,748,IVC,EQ,764701,532869,69.68
20,749,IVP,EQ,3131,1709,54.58
20,750,IVZINGOLD,EQ,8,8,100.00
20,751,IVZINNIFTY,EQ,1,1,100.00
20,752,IZMO,EQ,63324,31341,49.49
20,753,J&KBANK,EQ,136216,72768,53.42
20,754,JAGRAN,EQ,715948,668261,93.34
20,755,JAGSNPHARM,EQ,39841,15296,38.39
20,756,JAIBALAJI,EQ,4320,2877,66.60
20,757,JAICORPLTD,EQ,862159,175568,20.36
20,758,JAMNAAUTO,EQ,649288,261464,40.27
20,759,JASH,SM,7200,6000,83.33
20,760,JAYAGROGN,EQ,15190,10441,68.74
20,761,JAYBARMARU,EQ,8367,2804,33.51
20,762,JAYNECOIND,EQ,74850,53218,71.10
20,763,JAYSREETEA,EQ,40525,25342,62.53
20,764,JBCHEPHARM,EQ,28220,18033,63.90
20,765,JBMA,EQ,35790,21791,60.89
20,766,JCHAC,EQ,3427,2384,69.57
20,767,JETAIRWAYS,EQ,7022196,534770,7.62
20,768,JETKNIT,SM,1500,1500,100.00
20,769,JHS,EQ,201432,105013,52.13
20,770,JINDALPHOT,EQ,742,621,83.69
20,771,JINDALPOLY,EQ,97891,27963,28.57
20,772,JINDALSAW,EQ,522794,200468,38.35
20,773,JINDALSTEL,EQ,7766094,1276923,16.44
20,774,JINDCOT,EQ,27256,23551,86.41
20,775,JINDRILL,EQ,127279,37078,29.13
20,776,JINDWORLD,EQ,27091,1255,4.63
20,777,JISLDVREQS,EQ,37787,20559,54.41
20,778,JISLJALEQS,EQ,18270124,2566124,14.05
20,779,JKCEMENT,EQ,56878,39675,69.75
20,780,JKIL,EQ,75799,35131,46.35
20,781,JKLAKSHMI,EQ,24330,11823,48.59
20,782,JKPAPER,EQ,5988589,1839099,30.71
20,783,JKTYRE,EQ,368321,123987,33.66
20,784,JMA,EQ,1401,690,49.25
20,785,JMCPROJECT,EQ,4814,3356,69.71
20,786,JMFINANCIL,EQ,267658,142357,53.19
20,787,JOCIL,EQ,3068,2135,69.59
20,788,JPASSOCIAT,EQ,26480284,7618082,28.77
20,789,JPOLYINVST,EQ,2030,1265,62.32
20,790,JPPOWER,EQ,3359651,1242475,36.98
20,791,JSL,EQ,163615,101249,61.88
20,792,JSLHISAR,EQ,114158,40739,35.69
20,793,JSWENERGY,EQ,789985,284759,36.05
20,794,JSWHL,EQ,12492,12030,96.30
20,795,JSWSTEEL,EQ,3729105,1435169,38.49
20,796,JSWSTEEL,P2,27590,27590,100.00
20,797,JTEKTINDIA,EQ,727751,249899,34.34
20,798,JUBILANT,EQ,533202,232256,43.56
20,799,JUBLFOOD,EQ,637693,152085,23.85
20,800,JUBLINDS,EQ,11684,7662,65.58
20,801,JUNIORBEES,EQ,18434,7479,40.57
20,802,JUSTDIAL,EQ,1148364,57422,5.00
20,803,JVLAGRO,EQ,132398,132398,100.00
20,804,JYOTHYLAB,EQ,69441,46079,66.36
20,805,KABRAEXTRU,EQ,18452,13906,75.36
20,806,KAJARIACER,EQ,648195,482923,74.50
20,807,KAKATCEM,EQ,20225,8631,42.67
20,808,KALPATPOWR,EQ,45035,26968,59.88
20,809,KAMATHOTEL,EQ,16915,10285,60.80
20,810,KAMDHENU,EQ,6286,4105,65.30
20,811,KANANIIND,EQ,809,406,50.19
20,812,KANORICHEM,EQ,24326,16219,66.67
20,813,KANSAINER,EQ,122397,59036,48.23
20,814,KARDA,EQ,94165,43456,46.15
20,815,KARURVYSYA,EQ,1377127,1013648,73.61
20,816,KAUSHALYA,EQ,9151,7676,83.88
20,817,KAVVERITEL,EQ,4657,2957,63.50
20,818,KAYA,EQ,9408,4110,43.69
20,819,KCP,EQ,60481,39903,65.98
20,820,KCPSUGIND,EQ,19582,17755,90.67
20,821,KDDL,EQ,3686,3198,86.76
20,822,KEC,EQ,934759,715392,76.53
20,823,KECL,EQ,82123,55638,67.75
20,824,KEI,EQ,101563,47043,46.32
20,825,KELLTONTEC,EQ,94147,56660,60.18
20,826,KESARENT,EQ,7752,3426,44.20
20,827,KESORAMIND,EQ,170095,76915,45.22
20,828,KHADIM,EQ,5161,3496,67.74
20,829,KHAITANLTD,EQ,3053,2611,85.52
20,830,KICL,EQ,1719,1522,88.54
20,831,KILITCH,EQ,355177,84226,23.71
20,832,KINGFA,EQ,3863,2492,64.51
20,833,KIOCL,EQ,434830,62324,14.33
20,834,KIRIINDUS,EQ,68140,37305,54.75
20,835,KIRLOSBROS,EQ,25388,13116,51.66
20,836,KIRLOSENG,EQ,6627,3684,55.59
20,837,KIRLOSIND,EQ,167,94,56.29
20,838,KITEX,EQ,74358,29900,40.21
20,839,KKCL,EQ,35,17,48.57
20,840,KMSUGAR,EQ,42323,29666,70.09
20,841,KNRCON,EQ,58959,35775,60.68
20,842,KOHINOOR,EQ,54615,29977,54.89
20,843,KOKUYOCMLN,EQ,240535,80996,33.67
20,844,KOLTEPATIL,EQ,87504,33860,38.70
20,845,KOPRAN,EQ,224499,91739,40.86
20,846,KOTAKBANK,EQ,3253970,1546429,47.52
20,847,KOTAKBKETF,EQ,6077,5222,85.93
20,848,KOTAKGOLD,EQ,2411,1823,75.61
20,849,KOTAKNIFTY,EQ,10751,8159,75.89
20,850,KOTAKNV20,EQ,408,408,100.00
20,851,KOTAKPSUBK,EQ,3324,1658,49.88
20,852,KOTARISUG,EQ,14174,11590,81.77
20,853,KOTHARIPET,EQ,11879,9091,76.53
20,854,KOTHARIPRO,EQ,6935,4005,57.75
20,855,KPIT,EQ,953385,422355,44.30
20,856,KPRMILL,EQ,21023,15970,75.96
20,857,KRBL,EQ,74772,33187,44.38
20,858,KRIDHANINF,EQ,83035,50957,61.37
20,859,KRISHANA,SM,8000,8000,100.00
20,860,KSBPUMPS,EQ,2901,1638,56.46
20,861,KSCL,EQ,270061,61961,22.94
20,862,KSL,EQ,36761,15275,41.55
20,863,KTIL,EQ,4992,3865,77.42
20,864,KTKBANK,EQ,1548296,278980,18.02
20,865,KWALITY,EQ,270459,270459,100.00
20,866,L&TFH,EQ,5224829,1246728,23.86
20,867,L&TFINANCE,N4,2548,2548,100.00
20,868,L&TINFRA,N1,20,20,100.00
20,869,L&TINFRA,N2,50,50,100.00
20,870,L&TINFRA,N3,80,80,100.00
20,871,L&TINFRA,N4,137,113,82.48
20,872,L&TINFRA,N5,60,60,100.00
20,873,L&TINFRA,N6,240,240,100.00
20,874,LAKPRE,EQ,5486,3558,64.86
20,875,LAKSHVILAS,EQ,779887,260847,33.45
20,876,LALPATHLAB,EQ,307841,97813,31.77
20,877,LAMBODHARA,EQ,13917,4728,33.97
20,878,LAOPALA,EQ,30390,17084,56.22
20,879,LASA,EQ,151111,90039,59.58
20,880,LAURUSLABS,EQ,31392,19146,60.99
20,881,LAXMIMACH,EQ,4189,3196,76.30
20,882,LEEL,EQ,88616,70140,79.15
20,883,LEMONTREE,EQ,307998,104264,33.85
20,884,LEXUS,SM,6000,6000,100.00
20,885,LGBBROSLTD,EQ,11718,6609,56.40
20,886,LIBAS,SM,2000,2000,100.00
20,887,LIBERTSHOE,EQ,77695,18800,24.20
20,888,LICHSGFIN,EQ,1267807,710918,56.07
20,889,LICNETFGSC,EQ,675,660,97.78
20,890,LICNETFN50,EQ,4,4,100.00
20,891,LINCOLN,EQ,691931,142623,20.61
20,892,LINCPEN,EQ,3613,1544,42.73
20,893,LINDEINDIA,EQ,10220,9222,90.23
20,894,LIQUIDBEES,EQ,1580705,880909,55.73
20,895,LIQUIDETF,EQ,6965,6394,91.80
20,896,LITL,EQ,5204504,3671831,70.55
20,897,LOKESHMACH,EQ,21669,10388,47.94
20,898,LOTUSEYE,EQ,2263,1400,61.86
20,899,LOVABLE,EQ,40181,13057,32.50
20,900,LPDC,EQ,34670,24762,71.42
20,901,LSIL,EQ,9370656,6053219,64.60
20,902,LT,EQ,1750983,886545,50.63
20,903,LTI,EQ,169211,73720,43.57
20,904,LTTS,EQ,268869,94530,35.16
20,905,LUMAXIND,EQ,2376,1477,62.16
20,906,LUMAXTECH,EQ,95408,58028,60.82
20,907,LUPIN,EQ,4311564,1083527,25.13
20,908,LUXIND,EQ,58240,4083,7.01
20,909,LYCOS,EQ,718541,561708,78.17
20,910,LYKALABS,EQ,46807,25965,55.47
20,911,LYPSAGEMS,EQ,44512,14806,33.26
20,912,M&M,EQ,2246030,1450828,64.60
20,913,M&MFIN,EQ,812042,292011,35.96
20,914,M&MFIN,N2,95,95,100.00
20,915,M100,EQ,6383,4522,70.84
20,916,M14RG,MF,1500,1500,100.00
20,917,M50,EQ,2963,1811,61.12
20,918,MAANALU,EQ,12097,9130,75.47
20,919,MACPOWER,SM,13000,7000,53.85
20,920,MADHAV,EQ,3407,2983,87.56
20,921,MADHUCON,EQ,95559,68927,72.13
20,922,MADRASFERT,EQ,91537,55674,60.82
20,923,MAGADSUGAR,EQ,5214,4939,94.73
20,924,MAGMA,EQ,555714,451667,81.28
20,925,MAHABANK,EQ,210479,137388,65.27
20,926,MAHASTEEL,EQ,23517,4963,21.10
20,927,MAHESHWARI,SM,2000,2000,100.00
20,928,MAHICKRA,SM,30000,30000,100.00
20,929,MAHINDCIE,EQ,165783,82165,49.56
20,930,MAHLIFE,EQ,57788,32430,56.12
20,931,MAHLOG,EQ,12183,6428,52.76
20,932,MAHSCOOTER,EQ,3368,2533,75.21
20,933,MAHSEAMLES,EQ,49293,24573,49.85
20,934,MAITHANALL,EQ,21252,12874,60.58
20,935,MAJESCO,EQ,63743,36236,56.85
20,936,MALUPAPER,EQ,12846,6299,49.03
20,937,MANAKALUCO,EQ,11543,6796,58.88
20,938,MANAKCOAT,EQ,7977,3775,47.32
20,939,MANAKSIA,EQ,3710,2601,70.11
20,940,MANAKSTEEL,EQ,41655,29805,71.55
20,941,MANALIPETC,EQ,664625,289167,43.51
20,942,MANAPPURAM,EQ,3025466,1174238,38.81
20,943,MANGALAM,EQ,91510,69901,76.39
20,944,MANGCHEFER,EQ,39044,21383,54.77
20,945,MANGLMCEM,EQ,54740,27261,49.80
20,946,MANGTIMBER,EQ,38272,27994,73.14
20,947,MANINDS,EQ,64221,23435,36.49
20,948,MANINFRA,EQ,190567,84127,44.15
20,949,MANPASAND,EQ,1858418,885293,47.64
20,950,MANUGRAPH,EQ,116071,40785,35.14
20,951,MARALOVER,EQ,24125,16105,66.76
20,952,MARATHON,EQ,5065,3338,65.90
20,953,MARICO,EQ,989961,497039,50.21
20,954,MARKSANS,EQ,5401108,1453266,26.91
20,955,MARUTI,EQ,477538,197799,41.42
20,956,MASFIN,EQ,6545,4489,68.59
20,957,MASTEK,EQ,39720,14111,35.53
20,958,MATRIMONY,EQ,12428,6714,54.02
20,959,MAWANASUG,EQ,16739,11578,69.17
20,960,MAXINDIA,EQ,290949,171066,58.80
20,961,MAXVIL,EQ,112322,95751,85.25
20,962,MAYURUNIQ,EQ,8288,4495,54.24
20,963,MAZDA,EQ,2559,1967,76.87
20,964,MBAPL,SM,33000,33000,100.00
20,965,MBLINFRA,EQ,189647,101825,53.69
20,966,MCDHOLDING,EQ,50811,30773,60.56
20,967,MCDOWELL-N,EQ,1905157,941600,49.42
20,968,MCL,SM,3200,3200,100.00
20,969,MCLEODRUSS,EQ,750781,653096,86.99
20,970,MCX,EQ,262552,80065,30.49
20,971,MEGASOFT,EQ,20467,20176,98.58
20,972,MEGH,EQ,788120,257395,32.66
20,973,MENONBE,EQ,22297,13204,59.22
20,974,MEP,EQ,150375,63528,42.25
20,975,MERCATOR,EQ,838292,332084,39.61
20,976,MERCK,EQ,21780,8171,37.52
20,977,METKORE,EQ,8075,6348,78.61
20,978,MFSL,EQ,209411,54164,25.86
20,979,MGL,EQ,148134,67813,45.78
20,980,MHHL,SM,9000,9000,100.00
20,981,MHRIL,EQ,59220,41239,69.64
20,982,MIC,EQ,141970,118793,83.67
20,983,MIDHANI,EQ,983718,229279,23.31
20,984,MINDACORP,EQ,446183,376185,84.31
20,985,MINDAIND,EQ,128620,96638,75.13
20,986,MINDTECK,EQ,13193,10763,81.58
20,987,MINDTREE,EQ,1527741,436210,28.55
20,988,MIRCELECTR,EQ,958343,466241,48.65
20,989,MIRZAINT,EQ,170912,103603,60.62
20,990,MITCON,SM,2000,2000,100.00
20,991,MITTAL,SM,36000,6000,16.67
20,992,MMFL,EQ,4602,3691,80.20
20,993,MMP,SM,128400,109800,85.51
20,994,MMTC,EQ,1090501,292441,26.82
20,995,MOHITIND,EQ,17460,13142,75.27
20,996,MOHOTAIND,EQ,23481,15196,64.72
20,997,MOIL,EQ,184898,78787,42.61
20,998,MOLDTECH,EQ,6306,5471,86.76
20,999,MOLDTKPAC,EQ,12260,8835,72.06
20,1000,MONSANTO,EQ,2827,1851,65.48
20,1001,MONTECARLO,EQ,24725,11826,47.83
20,1002,MORARJEE,EQ,10138,6738,66.46
20,1003,MOREPENLAB,EQ,753356,343209,45.56
20,1004,MOTHERSUMI,EQ,3191803,1617660,50.68
20,1005,MOTILALOFS,EQ,54450,27264,50.07
20,1006,MOTOGENFIN,EQ,3266,1248,38.21
20,1007,MPHASIS,EQ,472611,210758,44.59
20,1008,MPSLTD,EQ,7764,5590,72.00
20,1009,MRF,EQ,7752,4144,53.46
20,1010,MRO-TEK,EQ,12519,11815,94.38
20,1011,MRPL,EQ,777279,185983,23.93
20,1012,MSPL,EQ,3808,3475,91.26
20,1013,MTEDUCARE,EQ,25054,18542,74.01
20,1014,MTNL,EQ,462211,239336,51.78
20,1015,MUKANDENGG,EQ,7576,3980,52.53
20,1016,MUKANDLTD,EQ,30472,19093,62.66
20,1017,MUKANDLTD,P1,1,1,100.00
20,1018,MUKTAARTS,EQ,33351,9315,27.93
20,1019,MUNJALAU,EQ,75468,40096,53.13
20,1020,MUNJALSHOW,EQ,10336,6652,64.36
20,1021,MURUDCERA,EQ,183092,146017,79.75
20,1022,MUTHOOTCAP,EQ,34231,18531,54.14
20,1023,MUTHOOTFIN,EQ,315217,85765,27.21
20,1024,MVL,EQ,121392,105544,86.94
20,1025,N100,EQ,52,52,100.00
20,1026,NABARD,N2,44,43,97.73
20,1027,NACLIND,EQ,70311,50562,71.91
20,1028,NAGAFERT,EQ,229671,139028,60.53
20,1029,NAGAROIL,EQ,157411,120940,76.83
20,1030,NAGREEKCAP,EQ,6821,4338,63.60
20,1031,NAGREEKEXP,EQ,3682,3140,85.28
20,1032,NAHARCAP,EQ,1418,1299,91.61
20,1033,NAHARINDUS,EQ,3098,2543,82.09
20,1034,NAHARPOLY,EQ,1513,1279,84.53
20,1035,NAHARSPING,EQ,26910,18207,67.66
20,1036,NARMADA,SM,4000,4000,100.00
20,1037,NATCOPHARM,EQ,341595,173729,50.86
20,1038,NATHBIOGEN,EQ,17769,9678,54.47
20,1039,NATIONALUM,EQ,17697359,7837537,44.29
20,1040,NATNLSTEEL,EQ,28664,28659,99.98
20,1041,NAUKRI,EQ,134835,96085,71.26
20,1042,NAVINFLUOR,EQ,18343,8551,46.62
20,1043,NAVKARCORP,EQ,59010,37883,64.20
20,1044,NAVNETEDUL,EQ,136429,89405,65.53
20,1045,NBCC,EQ,9347500,1802279,19.28
20,1046,NBIFIN,EQ,1119,1119,100.00
20,1047,NBVENTURES,EQ,203246,95688,47.08
20,1048,NCC,EQ,7679809,1633447,21.27
20,1049,NCLIND,EQ,132437,54820,41.39
20,1050,NDGL,EQ,902,526,58.31
20,1051,NDL,EQ,29944,16472,55.01
20,1052,NECCLTD,EQ,19640,10996,55.99
20,1053,NECLIFE,EQ,180111,109456,60.77
20,1054,NELCAST,EQ,19013,13487,70.94
20,1055,NELCO,EQ,166332,71746,43.13
20,1056,NESCO,EQ,44478,28099,63.18
20,1057,NESTLEIND,EQ,58903,39174,66.51
20,1058,NETWORK18,EQ,235781,86325,36.61
20,1059,NEULANDLAB,EQ,5242,2424,46.24
20,1060,NEWGEN,EQ,10626,8163,76.82
20,1061,NEXTMEDIA,EQ,176407,118086,66.94
20,1062,NFL,EQ,344242,146449,42.54
20,1063,NH,EQ,14295,11249,78.69
20,1064,NHAI,N1,200,200,100.00
20,1065,NHAI,N2,1788,1771,99.05
20,1066,NHAI,N8,353,351,99.43
20,1067,NHAI,NA,3030,2612,86.20
20,1068,NHAI,NC,44,44,100.00
20,1069,NHAI,NE,1600,1500,93.75
20,1070,NHBTF2014,N6,133,133,100.00
20,1071,NHPC,EQ,3934424,1728727,43.94
20,1072,NIACL,EQ,62188,46290,74.44
20,1073,NIFTYBEES,EQ,17313,12198,70.46
20,1074,NIFTYEES,EQ,3,0,0.00
20,1075,NIITLTD,EQ,516197,310310,60.11
20,1076,NIITTECH,EQ,660328,89278,13.52
20,1077,NILAINFRA,EQ,196349,126259,64.30
20,1078,NILKAMAL,EQ,72108,20088,27.86
20,1079,NIPPOBATRY,EQ,690,473,68.55
20,1080,NITCO,EQ,106060,40375,38.07
20,1081,NITESHEST,EQ,73193,46570,63.63
20,1082,NITINFIRE,EQ,626474,537937,85.87
20,1083,NITINSPIN,EQ,84979,35478,41.75
20,1084,NKIND,EQ,2812,1574,55.97
20,1085,NLCINDIA,EQ,75987,31677,41.69
20,1086,NMDC,EQ,4254902,1972150,46.35
20,1087,NOCIL,EQ,811266,324570,40.01
20,1088,NOIDATOLL,EQ,90693,71610,78.96
20,1089,NRAIL,EQ,75262,37007,49.17
20,1090,NRBBEARING,EQ,62273,37770,60.65
20,1091,NSIL,EQ,39,25,64.10
20,1092,NTPC,EQ,3893463,2218370,56.98
20,1093,NTPC,N6,20,20,100.00
