Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17082018,461001615,0001719
Trade Date <17-AUG-2018>,Settlement Type <N>,Settlement No <2018158>,Settlement Date <21-AUG-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,204,BIRLACABLE,EQ,88744,57065,64.30
20,205,BIRLACORPN,EQ,55897,20249,36.23
20,206,BIRLAMONEY,EQ,54288,32790,60.40
20,207,BKMINDST,EQ,8662,4906,56.64
20,208,BLBLIMITED,EQ,5819,5298,91.05
20,209,BLISSGVS,EQ,101042,26602,26.33
20,210,BLKASHYAP,EQ,135737,94050,69.29
20,211,BLS,EQ,55199,28212,51.11
20,212,BLUEBLENDS,EQ,26807,25193,93.98
20,213,BLUEDART,EQ,1392,814,58.48
20,214,BLUEDART,N2,14530,14530,100.00
20,215,BLUEDART,N3,50,50,100.00
20,216,BLUESTARCO,EQ,64177,46061,71.77
20,217,BODALCHEM,EQ,144875,70536,48.69
20,218,BOROSIL,EQ,88834,48100,54.15
20,219,BOSCHLTD,EQ,6450,3333,51.67
20,220,BPCL,EQ,2717107,1028652,37.86
20,221,BPL,EQ,247180,37947,15.35
20,222,BRIGADE,EQ,90611,38748,42.76
20,223,BRIGHT,SM,18000,18000,100.00
20,224,BRITANNIA,EQ,201564,107188,53.18
20,225,BRNL,EQ,2485,1851,74.49
20,226,BROOKS,EQ,72470,31086,42.89
20,227,BSE,EQ,92738,56931,61.39
20,228,BSELINFRA,EQ,22078,16338,74.00
20,229,BSHSL,SM,11000,10000,90.91
20,230,BSL,EQ,4160,2997,72.04
20,231,BSLGOLDETF,EQ,16,8,50.00
20,232,BSLNIFTY,EQ,117,110,94.02
20,233,BUTTERFLY,EQ,10766,8228,76.43
20,234,BYKE,EQ,68284,34514,50.54
20,235,CADILAHC,EQ,6562996,2458907,37.47
20,236,CAMLINFINE,EQ,257769,116753,45.29
20,237,CANBK,EQ,6699707,341572,5.10
20,238,CANDC,EQ,164814,132767,80.56
20,239,CANFINHOME,EQ,1285608,278913,21.70
20,240,CANTABIL,EQ,8684,6226,71.70
20,241,CAPACITE,EQ,45951,22458,48.87
20,242,CAPF,EQ,760994,124714,16.39
20,243,CAPLIPOINT,EQ,32510,16245,49.97
20,244,CAPTRUST,EQ,2798,1651,59.01
20,245,CARBORUNIV,EQ,35400,23258,65.70
20,246,CAREERP,EQ,17445,12281,70.40
20,247,CARERATING,EQ,19987,12159,60.83
20,248,CASTEXTECH,EQ,265935,182227,68.52
20,249,CASTROLIND,EQ,1120139,462894,41.32
20,250,CCCL,EQ,21883,15068,68.86
20,251,CCHHL,EQ,22647,16474,72.74
20,252,CCL,EQ,21594,12113,56.09
20,253,CDSL,EQ,130583,71000,54.37
20,254,CEATLTD,EQ,421689,32720,7.76
20,255,CEBBCO,EQ,27087,22654,83.63
20,256,CELEBRITY,EQ,15262,14859,97.36
20,257,CELESTIAL,EQ,53051,29657,55.90
20,258,CENTENKA,EQ,35614,18194,51.09
20,259,CENTEXT,EQ,151468,138142,91.20
20,260,CENTRALBK,EQ,106045,50334,47.46
20,261,CENTRUM,EQ,316501,278566,88.01
20,262,CENTUM,EQ,978,530,54.19
20,263,CENTURYPLY,EQ,139504,68750,49.28
20,264,CENTURYTEX,EQ,907477,407980,44.96
20,265,CERA,EQ,6531,3720,56.96
20,266,CEREBRAINT,EQ,660455,326389,49.42
20,267,CES1RPG,MF,37650,37650,100.00
20,268,CESC,EQ,401963,81620,20.31
20,269,CGCL,EQ,132536,118519,89.42
20,270,CGPOWER,EQ,4014691,421646,10.50
20,271,CHAMBLFERT,EQ,1414266,336724,23.81
20,272,CHEMFAB,EQ,3548,2573,72.52
20,273,CHENNPETRO,EQ,643324,231330,35.96
20,274,CHOLAFIN,EQ,310740,191301,61.56
20,275,CIGNITITEC,EQ,22812,12538,54.96
20,276,CIMMCO,EQ,4690,3464,73.86
20,277,CINELINE,EQ,11234,7759,69.07
20,278,CIPLA,EQ,2915387,847998,29.09
20,279,CLEDUCATE,EQ,64381,50445,78.35
20,280,CLNINDIA,EQ,46345,30259,65.29
20,281,CMICABLES,EQ,24006,12488,52.02
20,282,CMMIPL,SM,3000,3000,100.00
20,283,COALINDIA,EQ,2099688,493698,23.51
20,284,COCHINSHIP,EQ,186913,151856,81.24
20,285,COFFEEDAY,EQ,347203,110989,31.97
20,286,COLPAL,EQ,850909,605468,71.16
20,287,COMPINFO,EQ,40355,29901,74.09
20,288,COMPUSOFT,EQ,30485,20847,68.38
20,289,CONCOR,EQ,636415,413489,64.97
20,290,CONSOFINVT,EQ,1528,1528,100.00
20,291,CONTROLPR,EQ,9323,7476,80.19
20,292,CORALFINAC,EQ,18023,10393,57.67
20,293,CORDSCABLE,EQ,13327,9161,68.74
20,294,COROMANDEL,EQ,136912,100790,73.62
20,295,CORPBANK,EQ,176757,69387,39.26
20,296,COSMOFILMS,EQ,25365,12425,48.98
20,297,COUNCODOS,EQ,2101,1596,75.96
20,298,COX&KINGS,EQ,242305,167605,69.17
20,299,CPSEETF,EQ,409314,343967,84.03
20,300,CREATIVE,SM,1600,1600,100.00
20,301,CREATIVEYE,EQ,779,775,99.49
20,302,CREST,EQ,16764,9582,57.16
20,303,CRISIL,EQ,26141,24871,95.14
20,304,CROMPTON,EQ,396713,273120,68.85
20,305,CROWN,SM,1000,1000,100.00
20,306,CTE,EQ,4163,2623,63.01
20,307,CUB,EQ,344514,188355,54.67
20,308,CUMMINSIND,EQ,293323,149859,51.09
20,309,CUPID,EQ,70169,27204,38.77
20,310,CYBERMEDIA,EQ,753,545,72.38
20,311,CYBERTECH,EQ,16033,11648,72.65
20,312,CYIENT,EQ,77312,30767,39.80
20,313,DAAWAT,EQ,840242,498317,59.31
20,314,DABUR,EQ,3213894,1631381,50.76
20,315,DALMIABHA,EQ,269266,126968,47.15
20,316,DALMIASUG,EQ,29178,16815,57.63
20,317,DAMODARIND,EQ,2363,271,11.47
20,318,DATAMATICS,EQ,311232,129343,41.56
20,319,DBCORP,EQ,42961,25579,59.54
20,320,DBL,EQ,190910,90776,47.55
20,321,DBREALTY,EQ,623721,363770,58.32
20,322,DBSTOCKBRO,EQ,2,2,100.00
20,323,DCAL,EQ,1073882,274626,25.57
20,324,DCBBANK,EQ,626265,140536,22.44
20,325,DCM,EQ,12164,6600,54.26
20,326,DCMSHRIRAM,EQ,84272,42320,50.22
20,327,DCW,EQ,76331,35863,46.98
20,328,DECCANCE,EQ,5356,3810,71.14
20,329,DEEPAKFERT,EQ,75296,42808,56.85
20,330,DEEPAKNTR,EQ,121056,65615,54.20
20,331,DEEPIND,EQ,38708,18938,48.93
20,332,DELTACORP,EQ,1878802,631016,33.59
20,333,DELTAMAGNT,EQ,329,203,61.70
20,334,DEN,EQ,213156,92292,43.30
20,335,DENABANK,EQ,733446,297569,40.57
20,336,DENORA,EQ,7733,3237,41.86
20,337,DFMFOODS,EQ,7029,5247,74.65
20,338,DHAMPURSUG,EQ,115945,41261,35.59
20,339,DHANBANK,EQ,376211,281964,74.95
20,340,DHANUKA,EQ,6738,3882,57.61
20,341,DHFL,EQ,4385256,793509,18.09
20,342,DHFL,N4,10,10,100.00
20,343,DHFL,N6,149,149,100.00
20,344,DHFL,N8,40,40,100.00
20,345,DHFL,NA,35,35,100.00
20,346,DHFL,NC,1054,1054,100.00
20,347,DHFL,NE,21,21,100.00
20,348,DHFL,NF,102,102,100.00
20,349,DHFL,NL,666,666,100.00
20,350,DHFL,NO,100,100,100.00
20,351,DHFL,NP,312,311,99.68
20,352,DHFL,NX,1275,1275,100.00
20,353,DHFL,NY,34,34,100.00
20,354,DHFL,Y1,106,106,100.00
20,355,DHUNINV,EQ,2865,1868,65.20
20,356,DIAMONDYD,EQ,4327,3655,84.47
20,357,DICIND,EQ,442,418,94.57
20,358,DIGJAMLTD,EQ,202282,82531,40.80
20,359,DISHTV,EQ,4037636,1658600,41.08
20,360,DIVISLAB,EQ,959814,318228,33.16
20,361,DIXON,EQ,30998,10633,34.30
20,362,DLF,EQ,7728061,852464,11.03
20,363,DLINKINDIA,EQ,11181,6196,55.42
20,364,DMART,EQ,924064,308046,33.34
20,365,DNAMEDIA,EQ,21298,16414,77.07
20,366,DOLLAR,EQ,59070,47330,80.13
20,367,DOLPHINOFF,EQ,119195,49143,41.23
20,368,DONEAR,EQ,24210,10024,41.40
20,369,DPABHUSHAN,SM,12000,12000,100.00
20,370,DPL,EQ,37835,28708,75.88
20,371,DPSCLTD,EQ,16336,8860,54.24
20,372,DQE,EQ,9041,6601,73.01
20,373,DREDGECORP,EQ,161470,32343,20.03
20,374,DRREDDY,EQ,889022,195902,22.04
20,375,DSSL,EQ,371111,88996,23.98
20,376,DTIL,EQ,1481,1149,77.58
20,377,DUCON,EQ,341891,140713,41.16
20,378,DWARKESH,EQ,308045,171603,55.71
20,379,DYNAMATECH,EQ,797,628,78.80
20,380,DYNPRO,EQ,7070,5371,75.97
20,381,E2E,SM,16000,8000,50.00
20,382,EASTSILK,EQ,29121,18517,63.59
20,383,EBANK,EQ,29,29,100.00
20,384,ECEIND,EQ,181,95,52.49
20,385,ECLERX,EQ,16485,13442,81.54
20,386,ECLFINANCE,N3,156,156,100.00
20,387,ECLFINANCE,N4,10,10,100.00
20,388,ECLFINANCE,N5,95,95,100.00
20,389,ECLFINANCE,N6,126,121,96.03
20,390,ECLFINANCE,N7,10,10,100.00
20,391,ECLFINANCE,NB,150,150,100.00
20,392,ECLFINANCE,NE,45,45,100.00
20,393,ECLFINANCE,NF,90,45,50.00
20,394,ECLFINANCE,NG,594,594,100.00
20,395,ECLFINANCE,NH,784,784,100.00
20,396,ECLFINANCE,NI,130,130,100.00
20,397,ECLFINANCE,NJ,577,577,100.00
20,398,ECLFINANCE,NK,4113,3853,93.68
20,399,EDELWEISS,EQ,5543998,1804127,32.54
20,400,EDL,EQ,6397,5127,80.15
20,401,EHFLNCD,N4,26,26,100.00
20,402,EHFLNCD,N6,1230,795,64.63
20,403,EICHERMOT,EQ,37163,16245,43.71
20,404,EIDPARRY,EQ,107759,73928,68.60
20,405,EIFFL,SM,8000,8000,100.00
20,406,EIHAHOTELS,EQ,7192,3217,44.73
20,407,EIHOTEL,EQ,72020,26772,37.17
20,408,EIMCOELECO,EQ,2656,2172,81.78
20,409,EKC,EQ,145769,59384,40.74
20,410,ELAND,EQ,28696,28388,98.93
20,411,ELECON,EQ,91297,44981,49.27
20,412,ELECTCAST,EQ,86013,64828,75.37
20,413,ELECTHERM,EQ,15902,9410,59.17
20,414,ELGIEQUIP,EQ,12816,6450,50.33
20,415,ELGIRUBCO,EQ,6039,4987,82.58
20,416,EMAMILTD,EQ,341194,204539,59.95
20,417,EMKAY,EQ,33867,20841,61.54
20,418,EMMBI,EQ,5633,4525,80.33
20,419,EMOFSR1RDP,MF,22862,22862,100.00
20,420,EMOFSR1RGG,MF,54400,54400,100.00
20,421,ENDURANCE,EQ,109668,67891,61.91
20,422,ENERGYDEV,EQ,11124,9321,83.79
20,423,ENGINERSIN,EQ,2067994,804087,38.88
20,424,ENIL,EQ,7077,3511,49.61
20,425,EON,EQ,38999,14711,37.72
20,426,EQ30,EQ,133,78,58.65
20,427,EQUITAS,EQ,1167867,281997,24.15
20,428,ERFLNCDI,N1,100,100,100.00
20,429,ERFLNCDI,N3,695,695,100.00
20,430,ERFLNCDI,N5,47,47,100.00
20,431,ERIS,EQ,22184,18078,81.49
20,432,EROSMEDIA,EQ,540942,365694,67.60
20,433,ESABINDIA,EQ,7297,4626,63.40
20,434,ESCORTS,EQ,688681,216995,31.51
20,435,ESSARSHPNG,EQ,5573,4021,72.15
20,436,ESSDEE,EQ,25469,21196,83.22
20,437,ESSELPACK,EQ,183778,93914,51.10
20,438,ESTER,EQ,127875,83378,65.20
20,439,EUROTEXIND,EQ,610,550,90.16
20,440,EVEREADY,EQ,83948,55792,66.46
20,441,EVERESTIND,EQ,94661,39403,41.63
20,442,EXCEL,EQ,12513,11207,89.56
20,443,EXCELCROP,EQ,26978,21049,78.02
20,444,EXCELINDUS,EQ,18344,11816,64.41
20,445,EXIDEIND,EQ,746359,187410,25.11
20,446,FACT,EQ,54946,22363,40.70
20,447,FAIRCHEM,EQ,5691,4747,83.41
20,448,FCL,EQ,142104,76688,53.97
20,449,FCONSUMER,EQ,1205375,583618,48.42
20,450,FCSSOFT,EQ,391060,274279,70.14
20,451,FDC,EQ,11679,6959,59.59
20,452,FEDDERELEC,EQ,68173,50190,73.62
20,453,FEDERALBNK,EQ,22887554,9230282,40.33
20,454,FEL,EQ,401793,270103,67.22
20,455,FELDVR,EQ,6138,3648,59.43
20,456,FELIX,SM,4000,4000,100.00
20,457,FIEMIND,EQ,4020,3324,82.69
20,458,FILATEX,EQ,2066709,859516,41.59
20,459,FINCABLES,EQ,30995,20232,65.28
20,460,FINEORG,EQ,27566,21570,78.25
20,461,FINPIPE,EQ,28446,20973,73.73
20,462,FIVECORE,SM,43000,34000,79.07
20,463,FLEXITUFF,EQ,1307,821,62.82
20,464,FLFL,EQ,105663,60032,56.81
20,465,FMGOETZE,EQ,4764,3059,64.21
20,466,FMNL,EQ,122451,86164,70.37
20,467,FOCUS,SM,1000,1000,100.00
20,468,FORTIS,EQ,2647739,1586151,59.91
20,469,FOSECOIND,EQ,296,219,73.99
20,470,FOURTHDIM,SM,7000,7000,100.00
20,471,FRETAIL,EQ,801706,567214,70.75
20,472,FSC,EQ,2303,1184,51.41
20,473,FSL,EQ,2653729,706046,26.61
20,474,GABRIEL,EQ,108099,50560,46.77
20,475,GAEL,EQ,24688,15486,62.73
20,476,GAIL,EQ,4503067,966573,21.46
20,477,GALAXYSURF,EQ,59095,53077,89.82
20,478,GALLANTT,EQ,128918,64545,50.07
20,479,GALLISPAT,EQ,96615,66231,68.55
20,480,GAMMNINFRA,EQ,3041793,1702929,55.98
20,481,GANDHITUBE,EQ,2751,1956,71.10
20,482,GANECOS,EQ,37071,36508,98.48
20,483,GANESHHOUC,EQ,68095,36288,53.29
20,484,GANGESSECU,EQ,701,473,67.48
20,485,GARDENSILK,EQ,45239,12808,28.31
20,486,GARFIBRES,EQ,4220,2787,66.04
20,487,GATI,EQ,720470,173071,24.02
20,488,GAYAPROJ,EQ,97685,79821,81.71
20,489,GDL,EQ,35532,20088,56.53
20,490,GEECEE,EQ,7654,4993,65.23
20,491,GENESYS,EQ,72570,60325,83.13
20,492,GENUSPAPER,EQ,523766,354230,67.63
20,493,GENUSPOWER,EQ,291557,154300,52.92
20,494,GEOJITFSL,EQ,27532,17799,64.65
20,495,GEPIL,EQ,9396,6821,72.59
20,496,GESHIP,EQ,28540,21615,75.74
20,497,GET&D,EQ,13666,8187,59.91
20,498,GHCL,EQ,53296,31734,59.54
20,499,GICHSGFIN,EQ,41730,23923,57.33
20,500,GICRE,EQ,45280,25806,56.99
20,501,GILLANDERS,EQ,4506,2703,59.99
20,502,GILLETTE,EQ,5005,3935,78.62
20,503,GINNIFILA,EQ,63000,48041,76.26
20,504,GIPCL,EQ,22125,14603,66.00
20,505,GIRIRAJ,SM,12000,2400,20.00
20,506,GKWLIMITED,EQ,814,657,80.71
20,507,GLAXO,EQ,28330,10197,35.99
20,508,GLENMARK,EQ,1661785,393176,23.66
20,509,GLOBAL,SM,1000,1000,100.00
20,510,GLOBOFFS,EQ,33071,27165,82.14
20,511,GLOBUSSPR,EQ,34684,24703,71.22
20,512,GMBREW,EQ,50093,24706,49.32
20,513,GMDCLTD,EQ,87011,64444,74.06
20,514,GMMPFAUDLR,EQ,9263,4606,49.72
20,515,GMRINFRA,EQ,99608947,14825345,14.88
20,516,GNA,EQ,23163,17106,73.85
20,517,GNFC,EQ,355196,155822,43.87
20,518,GOACARBON,EQ,403554,97996,24.28
20,519,GOCLCORP,EQ,8137,6526,80.20
20,520,GODFRYPHLP,EQ,31352,4266,13.61
20,521,GODREJAGRO,EQ,126735,104676,82.59
20,522,GODREJCP,EQ,786352,460563,58.57
20,523,GODREJIND,EQ,326859,48990,14.99
20,524,GODREJPROP,EQ,22310,13075,58.61
20,525,GOKEX,EQ,104741,41415,39.54
20,526,GOKUL,EQ,66935,27411,40.95
20,527,GOKULAGRO,EQ,12106,5531,45.69
20,528,GOLDBEES,EQ,7609,3422,44.97
20,529,GOLDIAM,EQ,9222,7835,84.96
20,530,GOLDSHARE,EQ,1816,1350,74.34
20,531,GOLDSTAR,SM,6000,6000,100.00
20,532,GOLDTECH,EQ,59348,59348,100.00
20,533,GOODLUCK,EQ,251010,108422,43.19
20,534,GPIL,EQ,245035,91231,37.23
20,535,GPPL,EQ,50440,33755,66.92
20,536,GPTINFRA,EQ,6763,6438,95.19
20,537,GRANULES,EQ,5508745,1054011,19.13
20,538,GRAPHITE,EQ,539999,298930,55.36
20,539,GRASIM,EQ,2665575,791847,29.71
20,540,GRAVITA,EQ,142263,87420,61.45
20,541,GREAVESCOT,EQ,450711,275880,61.21
20,542,GREENLAM,EQ,687,538,78.31
20,543,GREENPLY,EQ,28001,17423,62.22
20,544,GREENPOWER,EQ,124431,61702,49.59
