Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"SOUTHBANK","17.95","18.30","17.75","18.15","0.25","1.40","135.08","24.50","34.75","17.65","-33.27","-13.78"
"GRASIM","986.65","1,009.95","981.75","1,000.20","13.60","1.38","31.01","310.06","1,300.00","914.20","-9.78","7.70"
"BIOCON","591.00","599.90","589.00","597.45","8.05","1.37","23.90","142.21","696.60","318.05","71.04","2.56"
"NTPC","156.90","159.00","156.15","159.00","2.10","1.34","17.95","28.30","188.00","149.50","-7.42","2.19"
"TORNTPOWER","224.70","233.65","224.70","231.00","2.85","1.25","9.62","22.20","307.35","196.10","13.77","5.31"
"AUROPHARMA","631.45","639.95","624.50","639.00","7.65","1.21","32.22","203.83","809.45","527.00","-10.57","11.78"
"TATAMOTORS","245.80","252.80","245.25","251.80","3.00","1.21","141.48","353.96","468.00","243.10","-32.92","-0.12"
"TATAGLOBAL","236.05","242.00","235.95","240.35","2.80","1.18","25.51","61.07","328.75","165.10","34.46","-1.19"
"AXISBANK","614.90","635.00","611.25","625.30","7.25","1.17","187.77","1,177.54","635.00","447.50","27.16","19.77"
"CIPLA","644.70","660.00","634.25","649.95","7.20","1.12","39.26","255.54","663.40","507.20","14.02","4.67"
"INDIACEM","109.00","113.25","109.00","112.00","1.20","1.08","35.18","39.22","205.95","97.10","-39.28","12.28"
"RBLBANK","561.00","579.80","561.00","570.15","6.00","1.06","18.03","103.35","590.50","443.30","14.55","3.63"
"ICICIBANK","329.55","339.20","328.75","335.85","3.40","1.02","374.64","1,257.35","365.70","255.00","15.10","29.55"
"AMARAJABAT","847.35","866.00","842.40","856.00","8.65","1.02","8.90","76.12","902.85","664.55","5.52","9.94"
"MOTHERSUMI","297.95","305.60","294.80","300.90","2.95","0.99","22.20","67.03","395.60","274.25","-7.00","6.04"
"COLPAL","1,129.10","1,143.60","1,126.00","1,141.05","10.45","0.92","2.13","24.16","1,281.70","1,015.10","8.97","-0.14"
"BAJFINANCE","2,832.00","2,908.00","2,822.05","2,856.20","26.00","0.92","22.30","640.39","2,908.00","1,511.20","66.94","15.53"
"APOLLOHOSP","1,125.00","1,152.70","1,107.40","1,141.55","10.35","0.91","19.05","216.79","1,263.40","910.10","-4.17","21.35"
"LICHSGFIN","544.10","560.60","541.50","552.00","4.85","0.89","17.26","95.61","689.55","455.40","-16.01","12.77"
"HEROMOTOCO","3,262.00","3,304.45","3,235.10","3,295.00","28.65","0.88","2.74","89.91","4,091.95","3,033.75","-16.73","-3.82"
"FEDERALBNK","88.20","90.45","88.10","89.55","0.75","0.84","86.80","77.65","127.65","73.50","-17.69","20.77"
"SUNTV","778.00","791.95","770.00","785.00","6.05","0.78","19.75","155.16","1,097.80","691.50","4.57","5.51"
"MARUTI","9,124.00","9,235.95","9,085.00","9,202.20","69.60","0.76","4.65","427.57","9,996.40","7,475.10","20.95","-1.95"
"BAJAJ-AUTO","2,640.00","2,678.00","2,630.00","2,665.90","19.50","0.74","6.55","174.53","3,468.35","2,605.00","-5.85","-14.05"
"SUZLON","7.20","7.30","7.05","7.20","0.05","0.70","179.66","12.90","17.75","6.85","-58.62","2.13"
"CADILAHC","343.00","343.90","332.85","342.30","2.30","0.68","74.46","250.90","519.45","332.75","-29.43","-2.13"
"PAGEIND","33,231.85","33,580.00","33,000.00","33,449.60","217.75","0.66","0.49","164.99","34,250.00","15,926.70","100.45","18.78"
"DIVISLAB","1,154.40","1,166.80","1,141.10","1,162.00","7.45","0.65","4.51","52.23","1,223.00","612.00","81.83","8.59"
"CESC","904.00","926.40","902.35","914.95","5.55","0.61","5.18","47.44","1,190.00","861.35","-2.79","3.27"
"OFSS","4,048.00","4,048.00","3,983.85","4,039.95","22.05","0.55","0.33","13.07","4,379.20","3,372.25","12.50","3.13"
"RAYMOND","765.00","778.00","759.25","768.80","4.10","0.54","4.30","33.13","1,153.00","723.00","5.11","-7.14"
"SRTRANSFIN","1,317.10","1,350.00","1,306.90","1,326.00","5.90","0.45","14.49","192.36","1,668.75","951.00","36.22","9.38"
"BPCL","380.00","384.00","375.25","378.30","1.65","0.44","39.10","148.16","551.55","359.55","-20.92","-1.02"
"BRITANNIA","6,469.00","6,520.00","6,426.10","6,485.00","25.50","0.39","1.48","96.06","6,625.00","4,101.50","55.89","-0.73"
"ENGINERSIN","119.85","121.55","118.65","120.30","0.45","0.38","15.22","18.27","206.40","117.80","-20.17","-1.15"
"MCDOWELL-N","621.50","635.00","616.10","627.40","2.15","0.34","13.64","85.61","801.03","468.01","-74.65","9.24"
"NESTLEIND","10,850.00","10,955.00","10,803.00","10,887.95","31.00","0.29","0.49","53.57","10,970.00","6,552.00","63.67","6.74"
"ASIANPAINT","1,401.00","1,410.00","1,387.00","1,398.95","3.85","0.28","10.50","146.85","1,490.60","1,090.10","21.23","2.90"
"TCS","2,000.30","2,020.05","1,995.00","2,009.10","5.55","0.28","21.52","432.24","3,674.80","1,711.15","-18.64","1.00"
"BHEL","72.00","73.70","71.70","72.45","0.20","0.28","45.76","33.35","107.95","64.45","-14.06","11.46"
"BEML","790.00","810.00","786.00","796.00","2.05","0.26","8.53","68.24","1,947.00","737.30","-54.51","3.16"
"MCX","851.00","873.90","849.15","857.00","2.20","0.26","3.78","32.55","1,159.85","665.10","-19.27","9.95"
"BATAINDIA","1,000.00","1,011.50","985.55","1,007.00","2.45","0.24","11.34","113.43","1,011.50","639.30","52.63","23.00"
"CONCOR","643.35","653.15","640.00","644.05","1.50","0.23","3.35","21.68","750.00","580.83","-44.96","2.62"
"JUBLFOOD","1,504.00","1,539.50","1,500.00","1,510.00","2.90","0.19","14.43","220.06","1,539.50","652.50","10.16","6.37"
"TATAELXSI","1,441.85","1,454.00","1,423.35","1,436.65","2.55","0.18","10.05","144.94","1,490.90","792.30","74.47","1.13"
"ARVIND","395.30","404.45","395.00","397.20","0.65","0.16","15.47","61.91","478.50","357.30","7.08","2.19"
"VGUARD","215.05","219.70","212.00","215.05","0.20","0.09","12.66","27.36","254.90","174.05","18.65","13.96"
"CEATLTD","1,437.15","1,455.00","1,425.80","1,438.50","1.35","0.09","8.04","115.78","2,019.00","1,227.15","-15.29","15.75"
"BHARATFORG","617.00","626.15","610.10","619.45","0.50","0.08","12.39","77.07","798.00","556.70","4.92","4.83"
"ASHOKLEY","125.45","128.00","125.05","126.10","0.10","0.08","120.95","152.99","167.50","100.00","20.38","0.32"
"M&M","945.00","965.25","944.00","950.70","0.25","0.03","18.32","175.14","966.40","612.00","-29.88","5.59"
"KPIT","296.95","300.65","294.50","295.75","0.05","0.02","18.05","53.76","309.95","109.10","164.89","0.20"
"IDFC","49.95","50.50","49.55","49.90","0.00","0.00","28.36","14.19","68.00","42.90","-8.78","15.78"
"INDIGO","1,050.10","1,061.00","1,042.55","1,050.50","-0.05","-0.00","6.49","68.28","1,520.00","890.55","-18.25","-4.57"
"JPASSOCIAT","13.00","13.55","12.85","13.00","0.00","0.00","402.95","52.99","27.30","12.30","-43.36","-7.47"
"TVSMOTOR","518.20","522.95","514.50","519.35","-0.05","-0.01","9.90","51.46","794.45","507.00","-6.23","-8.92"
"COALINDIA","280.00","286.30","280.00","282.60","-0.05","-0.02","51.76","147.09","316.95","234.50","18.66","8.21"
"JUSTDIAL","572.50","582.00","570.00","573.00","-0.65","-0.11","13.37","77.10","647.00","343.10","65.32","0.72"
"ADANIENT","198.50","206.00","198.50","202.00","-0.30","-0.15","94.53","191.64","223.50","100.85","73.17","51.20"
"ITC","307.90","308.50","305.10","307.45","-0.45","-0.15","186.74","573.24","310.20","250.00","13.35","13.20"
"UPL","612.00","621.90","607.15","609.50","-0.95","-0.16","16.95","104.06","879.55","537.25","-29.00","8.88"
"HINDUNILVR","1,741.00","1,751.95","1,730.60","1,740.95","-3.30","-0.19","6.38","111.12","1,780.00","1,147.20","50.64","-0.59"
"REPCOHOME","605.95","614.00","596.00","609.00","-1.20","-0.20","1.21","7.33","734.00","510.00","-8.83","7.95"
"CENTURYTEX","910.25","928.85","905.00","911.00","-1.80","-0.20","6.49","59.49","1,471.20","842.55","-24.75","7.58"
"ACC","1,548.00","1,564.00","1,532.30","1,560.00","-3.55","-0.23","3.94","61.11","1,869.95","1,255.65","-12.60","23.14"
"HEXAWARE","484.00","490.45","480.75","482.60","-1.15","-0.24","8.55","41.53","557.70","254.50","83.15","-3.53"
"HCLTECH","997.80","1,014.80","992.30","997.30","-2.40","-0.24","29.54","296.79","1,108.00","824.85","15.95","2.59"
"POWERGRID","187.40","190.00","187.10","187.45","-0.45","-0.24","20.60","38.85","224.95","174.10","-15.85","3.36"
"PIDILITIND","1,120.00","1,125.00","1,109.40","1,117.20","-2.75","-0.25","2.92","32.64","1,195.40","751.30","37.45","6.10"
"UJJIVAN","345.45","348.40","341.00","344.20","-0.95","-0.28","6.71","23.17","434.75","302.05","9.15","-7.86"
"SIEMENS","1,004.00","1,014.90","995.45","1,004.00","-2.80","-0.28","1.77","17.82","1,453.50","931.00","-22.12","5.32"
"PTC","82.70","84.30","82.20","82.90","-0.30","-0.36","12.26","10.21","130.45","67.80","-26.80","17.76"
"AMBUJACEM","225.00","226.10","222.50","225.50","-0.85","-0.38","10.31","23.17","291.50","189.00","-14.94","18.34"
"NHPC","24.95","25.20","24.75","24.90","-0.10","-0.40","31.53","7.88","34.50","22.35","-20.06","4.18"
"MUTHOOTFIN","407.50","415.90","405.30","409.00","-1.65","-0.40","2.39","9.85","525.50","363.50","-9.89","5.41"
"MFSL","466.00","474.25","460.15","465.60","-1.90","-0.41","3.03","14.12","652.90","403.25","-22.55","8.70"
"ESCORTS","875.95","882.70","864.00","872.00","-3.80","-0.43","8.24","71.93","1,017.70","591.05","42.59","-0.39"
"NMDC","101.70","103.25","100.20","101.60","-0.45","-0.44","30.20","30.73","162.70","93.50","-16.00","5.67"
"IRB","189.80","193.85","188.65","190.00","-0.95","-0.50","10.55","20.18","286.20","183.75","-9.05","0.24"
"CUMMINSIND","672.50","674.85","666.00","669.00","-3.50","-0.52","2.17","14.52","984.00","613.20","-24.56","7.14"
"GLENMARK","582.50","588.00","577.45","581.60","-3.10","-0.53","6.56","38.26","654.95","493.50","-7.65","5.37"
"CANFINHOME","314.00","318.70","310.55","313.00","-1.70","-0.54","4.53","14.23","603.59","308.40","-46.60","-3.45"
"KTKBANK","119.00","121.65","117.70","118.50","-0.65","-0.55","22.64","27.10","171.60","105.10","-16.96","6.85"
"TECHM","675.00","680.70","664.25","669.00","-3.80","-0.56","36.25","243.43","729.50","400.00","66.34","1.78"
"MARICO","364.00","369.80","361.20","362.25","-2.10","-0.58","11.37","41.47","374.75","284.15","13.79","2.99"
"BAJAJFINSV","7,090.00","7,200.00","7,046.10","7,071.05","-41.65","-0.59","2.08","148.18","7,200.00","4,500.00","35.41","13.18"
"INDUSINDBK","1,987.55","1,994.90","1,974.15","1,985.00","-12.60","-0.63","8.13","161.07","2,038.00","1,572.40","22.18","3.24"
"SBIN","293.50","298.40","290.25","293.00","-1.90","-0.64","310.84","914.52","351.30","232.35","5.32","16.45"
"TITAN","924.00","929.00","917.00","919.60","-6.00","-0.65","11.97","110.46","999.70","563.65","45.88","10.64"
"HDFCBANK","2,083.00","2,086.70","2,066.40","2,075.40","-13.70","-0.66","26.56","551.26","2,220.00","1,736.80","18.11","-4.31"
"CASTROLIND","155.70","156.30","153.00","153.90","-1.05","-0.68","21.47","33.23","214.48","152.70","-59.35","-0.93"
"DCBBANK","164.00","168.45","164.00","164.65","-1.15","-0.69","13.77","22.89","206.50","155.05","-9.11","1.79"
"HAVELLS","678.10","698.45","678.10","681.10","-4.80","-0.70","19.09","131.93","698.45","450.00","43.06","21.61"
"CHOLAFIN","1,470.00","1,506.20","1,448.00","1,461.60","-10.30","-0.70","4.16","61.69","1,760.05","1,051.95","27.00","-4.96"
"TATAMTRDVR","135.00","136.10","133.50","134.50","-0.95","-0.70","37.40","50.49","261.90","133.50","-40.60","-5.78"
"GSFC","110.40","112.70","110.20","110.80","-0.80","-0.72","5.48","6.11","166.40","100.05","-12.79","7.47"
"EXIDEIND","291.90","299.50","289.60","290.00","-2.10","-0.72","39.07","115.15","299.50","192.40","39.46","10.50"
"MANAPPURAM","102.95","103.45","101.60","102.90","-0.80","-0.77","23.57","24.15","130.45","83.25","16.21","4.04"
"GODFRYPHLP","845.00","854.10","835.05","837.90","-6.75","-0.80","0.46","3.88","1,134.70","670.95","-7.90","19.14"
"ADANIPORTS","372.00","374.10","367.30","370.05","-3.10","-0.83","23.76","88.06","452.35","350.45","-6.60","2.78"
"EICHERMOT","28,900.00","29,470.00","28,609.05","28,750.00","-242.35","-0.84","0.46","133.36","33,480.00","26,208.05","-5.38","4.83"
"TORNTPHARM","1,702.55","1,719.00","1,690.00","1,696.25","-14.55","-0.85","2.78","47.28","1,768.00","1,147.30","39.01","18.24"
"KAJARIACER","414.55","418.00","406.50","409.00","-3.50","-0.85","3.61","14.86","767.70","406.50","-34.43","-7.09"
"BHARATFIN","1,215.50","1,215.50","1,199.20","1,207.55","-10.60","-0.87","4.63","55.84","1,234.80","792.70","50.43","3.82"
"CANBK","267.10","275.70","264.55","268.30","-2.35","-0.87","69.65","188.60","463.70","216.55","-18.77","20.67"
"RELIANCE","1,203.25","1,216.00","1,195.50","1,200.00","-10.60","-0.88","59.82","720.70","1,231.70","765.00","52.57","11.50"
"MRF","73,850.00","74,199.90","73,100.00","73,150.00","-669.80","-0.91","0.07","52.53","81,425.95","61,000.00","14.71","-1.59"
"IFCI","16.05","16.35","16.00","16.10","-0.15","-0.92","36.56","5.91","34.60","14.45","-30.00","10.27"
"YESBANK","381.20","384.85","374.20","378.95","-3.55","-0.93","115.68","439.83","394.35","285.00","6.54","0.12"
"VOLTAS","612.90","616.60","605.30","608.00","-5.75","-0.94","13.97","85.16","675.30","493.05","9.71","14.91"
"MRPL","79.65","80.70","79.25","80.05","-0.80","-0.99","7.13","5.70","146.70","73.35","-33.90","8.54"
"ALBK","39.95","40.65","39.00","39.55","-0.40","-1.00","70.65","28.15","89.00","37.30","-39.34","-0.25"
"INFRATEL","282.00","283.45","279.00","280.90","-3.00","-1.06","17.06","48.00","482.80","274.55","-26.05","-6.72"
"INFIBEAM","195.10","199.95","194.25","196.70","-2.20","-1.11","52.00","102.86","199.95","87.15","37.45","26.45"
"KSCL","617.15","628.95","610.10","615.00","-6.95","-1.12","2.68","16.69","637.70","431.20","14.42","15.16"
"ONGC","165.90","166.60","163.85","164.35","-1.90","-1.14","41.84","69.01","212.85","151.80","1.64","6.86"
"PVR","1,300.00","1,309.50","1,281.70","1,298.00","-15.55","-1.18","4.64","60.11","1,568.45","1,062.80","0.78","12.46"
"BALRAMCHIN","72.20","72.60","71.00","71.40","-0.85","-1.18","26.78","19.18","182.50","58.70","-57.83","7.13"
"PETRONET","223.00","223.30","218.20","219.35","-2.75","-1.24","12.72","27.98","275.65","202.05","0.90","5.86"
"IOC","161.60","162.00","158.15","158.70","-2.00","-1.24","77.52","123.52","231.48","150.00","-62.16","0.76"
"TV18BRDCST","47.70","48.45","46.90","47.30","-0.60","-1.25","24.51","11.68","70.80","35.30","30.12","5.46"
"APOLLOTYRE","265.50","267.40","261.65","263.50","-3.45","-1.29","26.80","70.54","307.25","228.15","0.23","-1.77"
"DHFL","656.80","663.70","644.00","649.35","-8.85","-1.34","30.17","197.11","680.55","422.40","48.00","10.31"
"UNIONBANK","85.00","87.50","83.70","84.20","-1.15","-1.35","77.96","66.76","196.05","73.90","-34.35","13.17"
"HINDPETRO","273.80","273.85","265.25","266.40","-3.65","-1.35","50.97","136.80","492.80","250.60","-39.26","0.78"
"OIL","207.00","207.00","203.50","204.80","-2.80","-1.35","6.09","12.48","259.30","180.33","-26.87","-0.32"
"TATACOMM","568.90","568.90","555.30","558.00","-7.65","-1.35","2.46","13.82","754.00","534.50","-11.20","-0.99"
"ADANIPOWER","31.40","32.20","31.05","31.25","-0.45","-1.42","326.64","103.32","47.80","15.15","9.27","59.85"
"RAMCOCEM","671.00","671.00","656.10","658.05","-9.85","-1.47","1.36","8.99","879.10","620.10","-2.34","3.11"
"RELINFRA","407.80","414.00","400.55","402.65","-6.20","-1.52","17.19","70.07","589.90","364.65","-17.75","9.46"
"ANDHRABANK","32.15","32.55","31.10","31.70","-0.50","-1.55","50.32","16.05","73.45","29.25","-36.54","7.28"
"NIITTECH","1,339.00","1,347.95","1,303.15","1,315.90","-21.45","-1.60","8.57","113.30","1,347.95","476.40","170.93","15.98"
"SHREECEM","17,117.05","17,296.60","16,950.00","16,986.25","-280.30","-1.62","0.11","18.41","19,848.90","14,980.00","-3.18","3.96"
"L&TFH","178.15","178.15","175.00","176.25","-2.90","-1.62","33.59","59.24","213.85","140.55","2.35","24.38"
"LT","1,247.90","1,262.65","1,226.00","1,233.00","-20.25","-1.62","22.92","284.99","1,470.00","1,113.05","7.51","-3.90"
"GMRINFRA","17.55","18.30","17.25","17.55","-0.30","-1.68","361.80","64.51","25.05","14.55","9.35","0.00"
"MGL","940.00","958.00","924.45","926.00","-15.95","-1.69","4.50","42.41","1,377.50","772.15","-10.37","14.24"
"ORIENTBANK","76.50","79.35","76.00","76.50","-1.35","-1.73","32.95","25.59","159.90","65.60","-35.50","13.42"
"INDIANB","338.55","345.80","333.75","335.90","-6.05","-1.77","12.68","43.11","427.40","253.05","14.29","4.04"
"EQUITAS","141.45","142.80","138.10","139.65","-2.55","-1.79","30.55","43.16","183.60","129.30","-10.45","3.71"
"DABUR","451.35","455.85","443.70","444.65","-8.35","-1.84","22.71","102.25","455.85","296.50","44.79","21.06"
"BANKINDIA","90.20","91.50","87.75","88.75","-1.70","-1.88","64.02","57.51","216.80","76.50","-38.77","14.52"
"SYNDIBANK","38.65","39.15","37.30","37.85","-0.75","-1.94","43.82","16.76","95.90","37.30","-40.25","0.26"
"WIPRO","285.00","285.00","278.05","279.50","-5.55","-1.95","22.56","63.24","334.00","253.50","-3.12","-1.27"
"TATASTEEL","570.00","576.70","563.25","567.60","-11.35","-1.96","79.07","451.50","748.11","493.00","-9.00","9.31"
"ULTRACEMCO","4,285.00","4,285.05","4,200.05","4,212.05","-87.05","-2.02","4.30","181.58","4,599.90","3,563.00","6.35","9.01"
"BOSCHLTD","19,169.95","19,260.70","18,710.10","18,800.00","-394.80","-2.06","0.09","17.77","23,211.90","16,975.00","-15.08","8.24"
"CGPOWER","58.95","60.55","58.50","58.90","-1.25","-2.08","76.05","45.23","99.15","46.75","-27.69","7.58"
"RPOWER","32.35","32.90","31.85","32.10","-0.70","-2.13","41.80","13.56","65.20","28.80","-19.75","10.12"
"TATAPOWER","68.55","68.55","67.00","67.20","-1.55","-2.25","30.08","20.37","101.80","66.55","-15.52","-2.54"
"HINDALCO","217.60","218.30","213.50","216.35","-5.10","-2.30","81.29","175.80","284.00","192.35","-5.59","1.55"
"BANKBARODA","145.50","147.60","141.45","142.85","-3.45","-2.36","136.66","197.93","206.65","109.50","0.42","26.36"
"CHENNPETRO","308.00","308.75","301.00","302.00","-7.50","-2.42","10.30","31.28","480.50","262.45","-20.12","11.52"
"RELCAPITAL","430.00","436.70","423.40","426.60","-10.65","-2.44","33.49","144.36","879.90","334.30","-44.90","26.74"
"IBULHSGFIN","1,280.25","1,286.95","1,251.35","1,258.60","-32.45","-2.51","10.55","133.79","1,440.00","1,081.00","7.05","10.64"
"HDFC","1,936.50","1,936.50","1,888.55","1,892.20","-49.30","-2.54","38.51","734.35","2,052.95","1,638.00","10.40","-4.97"
"PCJEWELLER","99.20","102.70","98.20","98.45","-2.60","-2.57","125.90","126.07","600.65","65.30","-70.20","10.37"
"ZEEL","513.00","515.00","493.20","500.65","-13.30","-2.59","26.86","134.92","619.00","477.00","-3.20","-1.46"
"IGL","282.90","286.90","275.40","277.50","-7.55","-2.65","26.60","74.58","344.90","240.95","7.09","5.29"
"BEL","117.00","118.30","114.30","114.45","-3.15","-2.68","47.64","55.41","193.40","96.70","-28.57","13.32"
"DALMIABHA","2,599.00","2,606.55","2,515.00","2,525.00","-69.45","-2.68","2.49","64.12","3,350.00","2,178.70","-1.16","8.36"
"PFC","82.50","83.80","80.60","81.00","-2.25","-2.70","49.48","40.50","149.65","67.50","-31.93","18.68"
"VEDL","208.00","210.90","205.35","209.00","-6.10","-2.84","143.10","298.19","355.70","200.65","-27.72","1.26"
"IDEA","51.95","52.35","50.45","50.50","-1.50","-2.88","84.91","43.40","118.90","48.30","-41.48","-3.72"
"HINDZINC","277.60","279.00","272.05","276.60","-8.55","-3.00","18.87","51.96","340.20","260.65","-1.57","3.00"
"RECLTD","110.50","112.10","108.05","108.95","-3.40","-3.03","51.05","56.08","184.00","89.00","-34.70","16.34"
"ICICIPRULI","399.00","399.00","386.25","386.80","-12.50","-3.13","11.66","45.45","462.20","347.25","-10.68","9.67"
"M&MFIN","488.00","488.00","469.00","472.10","-15.35","-3.15","20.15","95.87","534.00","386.10","11.04","0.56"
"NATIONALUM","70.00","71.05","67.75","67.90","-2.35","-3.35","161.70","111.84","97.60","56.55","2.65","18.81"
"KOTAKBANK","1,270.00","1,272.00","1,242.75","1,245.00","-48.00","-3.71","57.49","719.80","1,417.00","962.00","26.70","-11.60"
"JINDALSTEL","194.00","196.60","189.50","192.05","-7.45","-3.73","82.38","159.18","294.30","128.10","40.54","-2.02"
"SAIL","76.50","76.50","73.65","74.45","-2.95","-3.81","112.28","84.59","101.45","52.85","28.25","4.93"
"JSWSTEEL","336.00","337.10","326.85","328.00","-13.10","-3.84","60.93","201.44","351.00","225.55","41.17","6.61"
"PEL","2,830.00","2,834.00","2,680.50","2,707.00","-126.75","-4.47","3.00","82.39","3,018.70","2,275.00","-1.90","7.31"
"SREINFRA","49.25","49.60","46.35","47.25","-2.70","-5.41","47.28","22.69","129.80","46.35","-60.23","-18.39"
"JISLJALEQS","83.40","83.40","75.00","75.60","-7.65","-9.19","163.55","127.50","150.40","71.70","-20.63","-3.26"
"RCOM","20.45","21.35","17.80","18.55","-2.10","-10.17","2,052.62","405.80","40.15","9.60","-23.03","53.94"

